language,title,text,token_count,category,source,mixing_strategy
uk_be_mix,Mixed_uk_be_1,"Кра́тер Аполло́ній (лат. Водна-балотныя ўгодзьдзі, або вільготныя землі (па-ангельску: Wetlands) - участкі мясцовасьці, глеба якіх зьяўляецца аквіфэрам з пастаяньнай або сэзоннай вільготнасьцю. Apollonius) - стародавній метеоритний кратер на північно-східній межі Затоки Успіху Моря Достатку на видимому боці Місяця. Такія ўчасткі мясцовасьці могуць быць часткова або цалкам занятыя вадаёмамі. Названу присвоєно на честь древньогрецького математика, одного з трьох великих геометрів античності, Аполлонія Перзького (262-190 до н. Водна-балотнымі ўгодзьдзямі зьяўляюцца мелкаводныя азёры і ўчасткі марскіх узьбярэжжаў, верхавыя і нізавыя балоты, таксама некаторыя іншыя. е. Вада ў водна-балотных угодзьдзях можа быць прэснай, марской і саланаватай. ) й затверджено назву Міжнародним астрономічним союзом у 1935 році. Найбуйнейшыя водна-балотныя ўгодзьдзі ў сьвеце - Пантанал, яны разьмешчаны ў Бразыліі, Балівіі і Парагваі",116,Mixed_Language,cross_language_augmentation,alternating
uk_be_mix,Mixed_uk_be_2,"== Права == Громадська рада має право: утворювати постійні та тимчасові робочі органи (правління, секретаріат, комітети, комісії, експертні групи тощо); залучати до роботи ради працівників органів виконавчої влади, органів місцевого самоврядування, представників вітчизняних та міжнародних експертних і наукових організацій, підприємств, установ та організацій (за згодою їх керівників), а також окремих фахівців; організовувати і проводити семінари, конференції, засідання за круглим столом та інші заходи; отримувати в установленому порядку від органів виконавчої влади, органів місцевого самоврядування інформацію, необхідну для забезпечення діяльності ради; отримувати від органу проекти нормативно-правових актів з питань, що потребують проведення консультацій з громадськістю. Члени громадської ради мають право доступу в установленому порядку до приміщень, в яких розміщений орган. == Склад == До складу громадської ради можуть бути обрані представники громадських, релігійних, благодійних організацій, професійних спілок та їх об'єднань, творчих спілок, асоціацій, організацій роботодавців, недержавних засобів масової інформації та інших непідприємницьких товариств і установ, легалізованих відповідно до законодавства України (далі - інститути громадянського суспільства). == Агульны залік Кубка сьвету == сэзон 2006-2007, 76 месца сэзон 2007-2008, 62 месца сэзон 2008-2009, 72 месца сэзон 2009-2010, 27 месца сэзон 2010-2011, 38 месца сэзон 2011-2012, 42 месца сэзон 2012-2013, 53 месца сэзон 2013-2014, 41 месца == Вонкавыя спасылкі == Профіль на сайце Беларускай фэдэрацыі біятлёну (рас. ) Профіль на сайце Міжнароднага зьвязу біятляністаў (анг. ). No 996 ""Про забезпечення участі громадськості у формуванні та реалізації державної політики"". == Завдання == Основними завданнями громадської ради є: створення умов для реалізації громадянами конституційного права на участь в управлінні державними справами; здійснення громадського контролю за діяльністю органів виконавчої влади; сприяння врахуванню органом виконавчої влади громадської думки під час формування та реалізації державної політики",267,Mixed_Language,cross_language_augmentation,blocks
uk_be_mix,Mixed_uk_be_3,"Дмитро Олександрович Юрченко (нар. Культура (ад лац. 9 травня 1973) - радянський та український футболіст, нападник. cultura - уробліванне, апрацоўка, выхаванне, шанаванне) - цэласная, сістэмна арганізаваная сукупнасць матэрыяльных і духоўных каштоўнасцей (культурных каштоўнасцей), якія былі створаны чалавецтвам у працэсе яго гістарычнага развіцця і спрыяюць нармальнаму, шчасліваму жыццю чалавека. == Життєпис == Грав у першостях СРСР та України в командах «Вагонобудівник» / «Шахтар» (Стаханов), «Верес» (Рівне), «Екіна» (Алмазна). Вывучэннем феномена займаецца культуралогія. Також у 1992-1994 роках виступав у другій та першій лігах Білорусі за клуби «Рада» (Клецьк) та КПФ (Слонім). Налічваецца не меней за 250 азначэнняў паняцця культуры. У 1999 році прийняв запрошення від «Миколаєва», де зіграв 11 матчів у вищій лізі України. Такая шматзначнасць абумоўліваецца не толькі складанасцю з’явы, але і шматлікасцю падыходаў да яе разгляду",126,Mixed_Language,cross_language_augmentation,alternating
uk_be_mix,Mixed_uk_be_4,"Божок Алла Петрівна (*11 січня 1934 року) - український географ-картограф, кандидат географічних наук, доцент Київського національного університету імені Тараса Шевченка. Заўзятар - асоба, зацікаўленая нейкай публічнай дысцыплінай, найчасьцей спартыўнай. == Біографія == Народилася 11 січня 1934 року в Харкові. Актыўна ўдзельнічае ў мерапрыемствах, зьвязаных зь ягонай улюбёнай дысцыплінай. Закінчила 1957 року кафедру геодезії та картографії Київського університету, у 1970 році аспірантуру. Да заўзятараў залічваюцца перш за ўсё наведвальнікаў стадыёнаў, спартыўных залаў, і іншых аб'ектаў, але таксама і тэлегледачоў, якія глядзяць спартыўныя мерапрыемствы па тэлебачаньні. У 1958-1967 роках працювала в науково-дослідній лабораторії університету над розробкою карт для Національного атласу України. Роля сапраўднага заўзятара - гэта падтрымаць сваю каманду, улюбёнага спартоўца, краіну як пры перамогах, так і паразах. У 1978 році був виданий 1-й том «Природные условия и естественные ресурсы Украинской ССР». Гэтае слова зьявілася ў беларускай мове ў першай палове 1980-ых, калі для замены запазычанага з расейскай мовы слова ""балельшчык"" яго запрапанавалі паэты Алег Бембель і Алесь Разанаў",157,Mixed_Language,cross_language_augmentation,alternating
uk_be_mix,Mixed_uk_be_5,"Робін вперше з'являється як антагоністка, але згодом стає сьомим членом команди піратів Солом'яного капелюха, капітаном якої є Манкі Д. Заслу́жаны ма́йстар спо́рту - найвышэйшы спартовы ганаровы тытул у г. Луффі. зв. Виконуючи роль археолога та історика групи, Робін має силу диявольського фрукту Квітка-Квітка, що дозволяє їй проростати копіями своїх кінцівок, а згодом і всього тіла, з будь-якої поверхні. дзяржавах народнай дэмакратыі, а ў цяперашні час захаваўся ў некаторых постсавецкіх рэспубліках. Як єдина вціліла на острові Охара, Робін - єдина відома жива людина у світі One Piece, яка володіє здатністю читати стародавні камені, які називаються Понегліфи, що є загрозою для Світового Уряду, який забороняє цю практику. Званьне «Заслужаны майстар спорту» было ўведзенае ў СССР у 1934 (ад 1983 афіцыйная назва - «Заслужаны майстар спорту СССР»). Робін стала надзвичайно популярним і проривним персонажем серед фанатів аніме та манги. Таксама гэтая ўзнагарода існавала ў іншых краінах сацыялістычнага блёку: Польскай Народнай Рэспубліцы, Народнай Рэспубліцы Баўгарыя, Нямецкай Дэмакратычнай Рэспубліцы (да 1990), Румыніі, Чэхаславаччыне (да 1991)",160,Mixed_Language,cross_language_augmentation,alternating
uk_rue_mix,Mixed_uk_rue_1,"Деніел Е. Саркофа́г, дгр. Райхарт - американський астроном. σαρκοφάγος - файта погребной лады, хоснована при погребѣ вызнамных особ и обычайно лишана на поверху землѣ в шпециалных мемориалных просторах або криптах. Дисертаційне дослідження Рейхарта про далекі космічні вибухи, які називаються спалахами гамма-випромінювання, було віднесене журналом Science до десяти найкращих відкриттів у науці в 1999 році, а в 2003 році принесло йому нагороду Роберта Дж. Саркофагы мають форму подовгастой скрынѣ, а понеже суть назначены ку выставлѣню под голым небом, в мемориалах або криптах, суть украшены трималым декором: рѣзбами, барельефами и т. Трамплера за найкраще дисертаційне дослідження з астрофізики в Північній Америці. п. У 2005 році він і його студенти виявили найдальший вибух у Всесвіті з відомих, гамма-спалах, який стався 12,9 мільярда років тому, коли Всесвіт був лише на 6 % поточного віку. Найдавнѣйшы саркофагы, заховалы доднесь, суть зоз старовѣкого Египта",138,Mixed_Language,cross_language_augmentation,alternating
uk_rue_mix,Mixed_uk_rue_2,"У її складі був учасником чемпіонаті світу 2014 року і Євро-2016, на обох турнірах виходив на поле в усіх матчах бельгійців, які в обох випадках припинили боротьбу на стадії чвертьфіналів, проте забитими голами не відзначався. 2018 року поїхав на свою другу світову першість - тогорічний чемпіонат світу в Росії, також як гравець основного складу. Забив свій перший гол за збірну у фінальних частинах великих міжнародних турнірів у першій грі групового етапу проти Панами, видкривши рахунок на початку другого тайму і поклавши початок розгрому дебютантів світових футбольних форумів з рахунком 3:0. А. А. Сурков",93,Mixed_Language,cross_language_augmentation,blocks
uk_rue_mix,Mixed_uk_rue_3,"GoalControl - відео-комп'ютерна система контролю траєкторії м'яча в футболі. Новоселиця - село в Межгорском районѣ Закарпатской области Украины. Технологія створена фірмою GoalControl GmbH, яка є фахівцем в області візуального аналізу в режимі реального часу. == Днешность села == Село оддалене 23 км од Межгорья. Підприємство розташовано в місті Вюрзелен поблизу Аахена (Німеччина), було засновано в 2012 році, головний менеджер Дірк Бройхгаузен (Dirk Broichhausen), спочатку в фірмі працювало не більше десяти молодих людей. В нижном конци села злитьем меншых поточков зачинать ся поток Голятинка, приток рѣчкы Рѣка. Система була ліцензована FIFA в березні 2013 як система визначення голу для чемпіонатів світу з футболу та була апробована на Кубку Конфедерації 2013. Село умѣстнене под галицков границев, на другой сторонѣ котрой лежить село Ялинкувате, оддалене около 15 км з перепадом высот дорогы около 200 м. Застосована на Чемпіонаті світу з футболу 2014. Од центра Новоселицѣ до желѣзничной штации Воловець - 55 км",149,Mixed_Language,cross_language_augmentation,alternating
uk_rue_mix,Mixed_uk_rue_4,"«та, що припиняє походи» чи «та, що розпускає війська». Земплинска ширява, слов. == Тема та ідея == У комедії «Лісістрата» Аристофан, як і в «Ахарнянах» і «Мирі», відстоює ідею миру, вкрай необхідного афінянам після катастрофічного розгрому сицилійської експедиції в 413 до н. Zemplínska šírava - преграда, рекреачна и хранена область в Михаловецком окресѣ в Кошицком краю и часточно в Собранецком окресѣ в Земплинѣ, друга найвекша водна плоха на Словаках по Оравской преградѣ. е. Окрем рекреации служить на заводньованя земледѣлскых готарьох и на регулацию Лаборця в припадѣ грозячой повѣни. Тема цього ж миру подана в буфонно-комічній формі: страйки жінок, які відмовляють у пестощах і ласках своїм чоловікам, щоб змусити їх припинити братовбивчу війну. На берегах Земплинской ширявы розмѣщены сѣм рекреачных зон. == Проблематика == Відстоювання миру й прав жінки в суспільстві. == Полога == Земплинска ширява зачинать ся о 3 км на сѣверовосток од Михаловець, одкаль дорога ІІ",147,Mixed_Language,cross_language_augmentation,alternating
uk_rue_mix,Mixed_uk_rue_5,Питання адміністративного права та адміністративної діяльності // Науковий вісник Дніпропетровського державного університету внутрішніх справ: зб. наук. пр. Жрідла другої половины XVIII стороча рахувуть Оріховицю єдным из сіл из русиньскым обывательством. У 1982 році миже селами Оріховиця и Ярок было учинено Ужгородьскый воєнныц полігон. У Ужгородьскому скансенови пребывать памнятка жилої архітектуры - сільська деривляна хыжа кӯнця XVIII стороча привезена у музей из села Оріховиця. пр. / Дніпропетровський державний університет внутрішніх справ,70,Mixed_Language,cross_language_augmentation,blocks
be_rue_mix,Mixed_be_rue_1,"Сырэны (Sirenia) - атрад сысуноў, якія жывуць у вадзе. Богаре́виця (мад. Вядомы з эацэну. Falucska) (укр. Прарадзімаю сырэнаў мяркуема зьяўляецца Афрыка, а іх найбліжэйшымі сваякамі - хобатныя і даманы. Богаревиця) (чис. Даўжыня цела 2,5-5,8 м (у вымерлай марской каровы дасягала 10 м). Bogarevice, Bogarovice) (рум. Маса да 650 кг, марской каровы да 4 т. Boharevîțea) - село у Берегӯвськӯм районови (бывшый Иршавскый район), Закарпатьской области, Украйины",66,Mixed_Language,cross_language_augmentation,alternating
be_rue_mix,Mixed_be_rue_2,"== У спорце == Ні ў якім разе не варта блытаць кеды з красоўкамі. Дзякуючы сваёй удалай форме і матэрыялу, кеды выкарыстоўваюцца людзьмі, якія займаюцца прафэсійным спортам. Звычайна пры вырабе гэтай абутку выкарыстоўваюцца эластычныя матэрыялы; падэшва робіцца з вульканізаванай гумы. Очі ай дзёбак суть чорны, лабы сивы. Обі поглавя ся фарбов не одрізняють, молоды птахы суть флякасты і хыбує їм помаранчовый фляк. == Хованя == Зарянка жыє цїлорочно сама, а то в лїсах, парках або на загородах, часто і у высшых надморьскых вышках",83,Mixed_Language,cross_language_augmentation,blocks
be_rue_mix,Mixed_be_rue_3,"Пя́ты Усебелару́скі з’езд саве́таў рабочых, сялянскіх і чырвонаармейскіх дэпутатаў. Ку́чава (мад. Адбыўся 9 - 15 студзеня 1924 года ў Мінску. Németkucsova) (укр. == Прадстаўніцтва на з’ездзе == Прысутнічала 236 дэлегатаў з рашаючым і 90 з дарадчым голасам. Кучава) (рум. == Парадак дня == аб міжнародным і ўнутраным становішчы СССР (В. Kuceava) (пол. А. Kuczawa) - село у Мукачовськӯм районови, Закарпатьской области, Украйины",62,Mixed_Language,cross_language_augmentation,alternating
be_rue_mix,Mixed_be_rue_4,"Вальтрых, Вальдрых (ням. Walterich, Walderich;. - 840 або 842) - бэнэдыктын-абат кляштару ў Мургарце. стороча. Знамый за своє неприятя класичных індуктівіштськых назорув на научный метод на хосен емпіричної опровергаємости тай за закладеня факултета філозофії при Лондонськуй школі економікы. Подля Поппера, теорія у емпіричных науках не годна быти доказана, айбо годна быти опровергнута, што значит, ож єї мож (и треба) пуддавати сомніваню через експерименты",63,Mixed_Language,cross_language_augmentation,blocks
be_rue_mix,Mixed_be_rue_5,"Са́дкаўшчына - вёска ў Бараўскім сельсавеце Койданаўскага раёну Менскай вобласьці Беларусі. Етнос або етнічна ґрупа (з ґрецького ἔθνος, етгнос, т. За 5 км ад Койданава, 52 км ад Менску, 8 км ад чыгуначнай станцыі Койданава. є. == Гісторыя == У пачатку XX стагодзьдзя ў Койданаўскай воласьці Менскага павету, 11 двароў, 76 жыхароў. народ) суть понятя, якыма ся звычайно означує історічно выникла ґрупа людей, котры може мають тото саме історічне походжіня, расовый тіп, язык, матеріалну і духовну културу, менталіту і традіції тай обывають сполочну теріторію. У 1909 г. Досправды але представа того самого ґенетічного походжіня членів єдного етносу неточна, а то про міґрацію і мішаня різных етносів міджі собов, і фахівцї зато розумлять етнос скорше як ґрупу людей, котры хоснують тоту саму културу. вёска, 6 двароў, 26 жыхароў, фальварак, 1 двор, 14 жыхароў. Дакілько етносів годны творити націю",137,Mixed_Language,cross_language_augmentation,alternating
bg_mk_mix,Mixed_bg_mk_1,"Пфалц-Мозбах (на немски: Pfalz-Mosbach) е пфалцграфство на Свещената Римска империя от 1410 до 1448 г. Култура и анархија (1869). със столица Мозбах в днешен Баден-Вюртемберг, Германия, и странична линия на род Вителсбахи. Предговорот ја дефинира културата како ""незаинтересиран потфат по совршенството на човекот“ кој се следи, се добива и се постигнува со напор ""да се знае најдоброто што е кажано и размислено на светот“. Първият владетел е Ото I фон Пфалц-Мозбах. Таквата книжевна дефиниција за високата култура ја вклучува и филозофијата. == История == Пфалцската линия на Вителсбахите се разделя след смъртта на курфюрст Рупрехт III фон дер Пфалц през 1410 г. Покрај тоа, филозофијата на естетика предложена во високата култура е сила за морално и политичко добро. на четири линии: най-малкият син Ото I († 5 юли 1461) основава линията Пфалц-Мозбах. Критички, поимот ""висока култура“ е во контраст со поимите ""популарна култура“ и ""масовна култура“",146,Mixed_Language,cross_language_augmentation,alternating
bg_mk_mix,Mixed_bg_mk_2,"Синергия (синергизъм) е взаимодействие между фактори, обуславящи сходни процеси, при което полученият ефект е по-голям от сумата на индивидуалните ефекти, дължащи се на отделните фактори. Произлиза от гръцката дума συνέργια, означаваща ""работят заедно“. == Дефиниция и използване == В природата синергизмът е много разпространен. == Користена литература == Sulentic, Jack W. , and William G. Tifft, ""The Revised New General Catalogue of Nonstellar Astronomical Objects (RNGC)"", Tucson, Arizona: University of Arizona Press, 1973",73,Mixed_Language,cross_language_augmentation,blocks
bg_mk_mix,Mixed_bg_mk_3,"Рамне (на македонска литературна норма: Рамне) е село в Северна Македония, в община Брод (Македонски Брод). Османлии или Отоманци - поим кој го означува турскојазичното население на Отоманското Царство. == География == Селото се намира в областта Горно Поречие. Своето име го добиле по Осман I, кој се смета и за основател на Османлиското царство. == История == В XIX век Рамне е село в Поречка нахия на Кичевска каза на Османската империя. Овие Турци водат потекло од Селџуците, кои во 11 век на просториите на денешните Иран и Ирак создале своја држава. Църквата ""Света Параскева“ е от 1849 година. Со пропаѓањето на Отоманското Царство, Отоманците се ""претопиле“ во денешните Турци. В ""Етнография на вилаетите Адрианопол, Монастир и Салоника“, издадена в Константинопол в 1878 година и отразяваща статистиката на населението от 1873 година Ресине (Ressiné) е посочено като село с 22 домакинства с 60 жители българи. == Потекло и историја == Потеклото на Отоманците може да се проследи назад во 11 век, кога на територијата на Анадолија опстојувале неколку мали муслимански емирати со туркиско потекло",175,Mixed_Language,cross_language_augmentation,alternating
bg_mk_mix,Mixed_bg_mk_4,"Джена Малоун (на английски: Jena Malone) е американска актриса, носителка на награда ""Сатурн“ и номинирана за ""Златен глобус“ и две награди ""Сателит“. == Личен живот == Има един син, роден през 2016 г. , от връзката ѝ с фотографа Итън Лорензо. Таа била одвоена од нејзините родители бидејќи нејзините родители ја испратија во Кенија од безбедносни причини. Таа пристигнала во северна Кенија во 2002 година, сместувајќи се во бегалскиот камп Какума. Бегалскиот камп Какума е еден од најголемите бегалски кампови во светот со над 179",85,Mixed_Language,cross_language_augmentation,blocks
bg_mk_mix,Mixed_bg_mk_5,"Рамне (на македонска литературна норма: Рамне) е село в Северна Македония, в община Брод (Македонски Брод). IC 1685 - галаксија во соѕвездието Береникина Коса, заведена во Новиот општ каталог на длабоконебесни тела. == География == Селото се намира в областта Горно Поречие. == Откривање == Објектот е откриен на 23 март 1903 година од страна на Макс Волф. == История == В XIX век Рамне е село в Поречка нахия на Кичевска каза на Османската империя. === Податоци од набљудување === Според морфолошката класификација на галаксиите, IC 1685 е од видот *. Църквата ""Света Параскева“ е от 1849 година. === Астрономски податоци === Објектот е од епохата Ј2000. В ""Етнография на вилаетите Адрианопол, Монастир и Салоника“, издадена в Константинопол в 1878 година и отразяваща статистиката на населението от 1873 година Ресине (Ressiné) е посочено като село с 22 домакинства с 60 жители българи. 0",144,Mixed_Language,cross_language_augmentation,alternating
sr_bg_mix,Mixed_sr_bg_1,"Гијом Франсоа Антоан, Маркиз де Лопитал (фр. Трайко Стоянов Кюрчанов (или Кирчанов) е български революционер, деец на Вътрешната македоно-одринска революционна организация. Guillaume François Antoine, Marquis de l'Hôpital; Париз, 1661 - Париз, 2. == Биография == Кюрчанов е роден в 1872 година в град Дойран, тогава в Османската империя. фебруар 1704) је био француски математичар. Влиза във ВМОРО. Изучавао је инфинитезималну анализу и објавио књигу o диференцијалном рачуну. Първоначално е четник, а по-късно войвода в родното си Дойранско до Младотурската революция в 1908 година. Најпознатији је по Лопиталовом правилу које се примењује у математици. При избухването на Балканската война в 1912 година е доброволец в Македоно-одринското опълчение и се сражава в 4 рота на 13 кукушка дружина",116,Mixed_Language,cross_language_augmentation,alternating
