language,title,text,token_count,category,source,original_id
rue,Perturbed_Село,"Село ці валал - меншый населеный пункт, фунгуючый як административна единця, обывателе котрого заняты звекша з рботов на земли, в околици. Дакотры примѣстскы села намають властну административу, а суть частями мѣста, причлененыма ку его юрисдикции. Исторично село е закладнов формов населеного пункта, з котрой пак розвивли ся векшы формы. == Жерела и одказы == Украинский советский энциклопедический словарь в трех томах. / Кудрицкий А.В. и др. (ред.). Главная редакция Украинской Советской Энціклопедии им. М.П. Бажана. К., 1988. Том 3. ISBN 5-88500-007-7",81,Perturbed,data_perturbation,
rue,Perturbed_Швабахер,"Швабахєр, нѣм. Schwabacher -готичный заокругленый ламаный тип писма, котрый быв вывинутый в XV. сторочу на основѣ писма текстура. Швабахер скоро по вынайджѣню книгопечатаня около року 1467 достав найвекше хоснованя в нѣмецкых краях. В XVI. сторочу вычеряв го новшый тип писма фрактура. Але де фкто швабахер хосновали ж до половкы XVIII. стороча, коли го вытѣснила латинка. == Интресне == В добѣ нацизма в Гєрманіитип писма швабахер быв выголошеный за нежаданый и мав быти цѣлком елиминованый (тайный оббѣжник Мартина Бормана з дня 3. януара 1941), понеже, рекомо, мать жидовске походжѣня (Schwabacher Judenlttern). == ерела и одказы == Ottův slovník naučný. Illustrovaná encyklopaedie obecných vědomostí. Díl 1-28. Vyd. J. Otto. V Praze, 888-1909. Réai nagy lexikona. 1-21. köt. Révai Testvérek Irodalmi Intézet Rézvénytársaság, Budapest. 1911-1935. Burke, Christopher (1998), Paul Renner: the Art of Typography, New York: Princeton Architectural Press, pp. 165-167, ISBN 978-1-56898-158-1 Google-books",141,Perturbed,data_perturbation,
rue,Perturbed_Зімбабве,"Зімбабве (анґл. Zimbabwe, /zɪmˈbɑːbweɪ, -wi/), офіціално Република Зімбабве (Republic of Zimbabwe) є держава в южнуй Ариці. Лжит межи ріками Замбезі и Лімпопо, граничит из ЮАР, Бтсванов, Замбійови Мозамбіком. Зімбабве має 16 офіційных языкув, майбулш ся хоснуют анґліцкый, шона и ндебеле. Теперішньоє Зімбабве было частьов розличных держав  царьств уд XI. сторуча (майвызначні змежи них были Розві и Мтваказі), а кроме того было важным торговым пунктом. Брітансько завойованя сьої теріторії ся зачало в році 1890, пак она была орґанізована в колонію Южна Родезія. Обы убминути переданя влады чорнуй булшині, правительство Родезї уголосило независимусть у 1965. році. По 15 роках партізаньскої войны и межинародної ізолації быв пудписаный мирный договор, котрый привюг ид настаню де юре независимої державы Зімбабве. Прші выборы уйграла партізанська оґанізація ЗАНУ-ПФ, што дотеперь держит владу в державі. Роберт Муґабе быв у функції премєр-міністраи президент Зімбабе уд 1980. до 2017. рока. Його авторітарный режім ся узначив нарушеньом людськых прав, падом економікы и гіперінфлаційов. По довгых протестах против правительства Муґабе в 2017. році натав воєнськый переворот. Днешньым презідентом є Еммерсо Мнанґаґва из партії ЗАНУ-ПФ. Тоты даны суть часточно або цалком оснваны на перекладї статї Zimbabwe на анґліцькій Вікіпедії.",186,Perturbed,data_perturbation,
rue,Perturbed_Кацирство,"Кацирство, гереза, або ересь суть назвы, котрыма христианска Церковь характеризуе религийны учѣня або идеи, одхыляючы ся од официалных дгм. Тото понятя ествуе тыж в буддизмѣ, исламѣ, юдаизмѣ и индуизмѣ.. == Етимология == Ересь - з давногрецкого αἵρεσις - «выбор, напрям, школа, учѣня, секта» Кацирство - з поздногрецкой назвы секты Katharoí, дословно 'Чисты'. Тота аскетична секта, во Франции звана Аlbigen ширила ся в Западной Европѣ од 11. до 13. ст., а выходила з так званог манихеизму, преслѣдованого филозофсо-религийного учѣня, ествовавшого в 3. - 11. ст. В историчном планѣ слово hieresis хосновали на означѣня флозофскых напрямох я аритотелизм або платонизм, а понятя секта не мало негативного офарбѣня. == Уточнѣня понятя== Правовѣрна доктрина лежить в границях, окресленых через церковны догмы. Але не всяке одхылѣня од них означиме за кацирство. Межи кацирством а схизмов (росколництвом) роздѣл лежить в том, же кацирство ся бере як одхылка во внутри Церкви, а схизма означать розскѣлѣня Цєркви на два новы субъекты. == Жерела и одказы == Heresy (et alii) (по англицкы). The New Catholic Encyclopedia. 6 (2 ed.). The Gale Group, Inc., a division of Thomson Learnin, Inc.. pp. 780... ISBN 0-7876-4010-7. Ерес', еретики // Энциклопедический словарь Бркгауза и Ефрона : в 86 т. (82 т. и 4 доп.). - СПб., 1890-1907.",204,Perturbed,data_perturbation,
rue,Perturbed_5. авґуст,"5. авґуст - 217. деньрока (218. в переступнім роцї) в реґоріаньскім календарю. До кінце рока оставать 148 днїв. == Подѣи == 1772 - в Петербургу (быв 25. юл Юлианского календаря) Россия, Австрия и Пруссия подписали договор о роздѣлѣ Польщи; при тому Россия достала землѣ днешой восточой Бѣлоруси, Австрия - Галичину по Збруч, а Пруссия сѣверну Польщу == Уродилі ся == 1877 - Антоний Бобульсый, писатель, драматик и выдаватель на Подкарпатской Руси. 1912 - Силвестер Саламон, священик и пет з войводинскых Русинох 1930 - Нил Армстронг, америцкый астронавт, первый чоловѣк, што выступив а Мѣсяць. == Умери == 199 - Кирил Галас, пет, педагог, лингвиста, литературознатель",104,Perturbed,data_perturbation,
rue,Perturbed_Біляковка,"Біяко́вка (рус. Бєляковка) (укр. Біляківка) (до 2016року - Краснознамянка; рус. Краснознаменка, кр. Краснознам'янка) - село у Синельниковському районови, Днпропетровськой области, Украйины. == Історія == 12 юна 2020 року, согласно до розпоряджіня Кабінета Міністрӯв Украйины No 709-р уд «За узначіня адміністративных центрӯв тай затверджіня територій територіалных громад ніпропетровськой области», войшло у состав Межовськой селищной громады. 19 юла 2020 року, у резултатови адмінітративно-територіалной рефоры и ліквідації Межовського района, село войшло у состав новоутореного Синельниковського района. == Ґеоґрафія == Село Біляковка є на правому берегови рікы Солена, вышше за током у 5 км є село Новосергіёвка (Покровськый район), ниже за током у 1 км є село Марївка, на другому берегови - село Муравка. == Обывтельтво == У селі на 2001 рӯк живе 16 людий, из них подля языка: Украйиньскый - 100% == Укликованя == Погода в селі Архівовано }.",136,Perturbed,data_perturbation,
tg,Perturbed_Гулхорак,"Гулхорак (лот. osa maracandica), хорчак, хори гулобӣ - буттаест хордор. То 1,5 м қад мекашад. Шоху навдааш печ андар печ, хордор (дарозиаш то 1,5 см); баргаш тоқапаршакл, аз 5-7 баргк иборат аст. Гула гулобиранг (қутраш 3-4 см), май - авгут мешкуфад. Мевааш байзашакл ё нокмоанд, норанҷии рӯшан, камоб (аразиаш то 2 см, вазнаш 0,13-0,2 г). Дар Тоҷикисон дар нишебиҳои қ-кӯҳҳои Қурама, Туркистон, Зарафшон, Ҳисору Дарвоз, Помиру Олой (дар баландии 800-2200 м аз с. б.) мерӯд.Бештар дар нимсаваннаҳо, арчазор, сесанбарзор, зағозазорҳо, ҷойҳои санглох вомехӯрад. Меваи гулхорак 9,97 % витамини С, 0,01 % каротин дорад. Гулхора рустании шифобахш аст. Бо нақеъ ва ҷӯшоби меваи он хуншории милки дандонҳо, бемории узвҳои ҳозима, бо ҷӯшоби гулу баргаш бемориҳои илтиҳобӣ ва зангиларо дармон мебахшанд. == Адабиёт == Гулхорак // Вчлас - Гӯянда. - Д. : СИЭМТ, 2015. - (Энсиклопедияи Миллии Тоҷик : [тахм. 25 ҷ.] / сармуаррир Н. Амиршоҳӣ ; 2011-2023, ҷ. 4). - ISBN 97-99947-3377-4.",151,Perturbed,data_perturbation,
tg,Perturbed_Бенефитсий,"БЕНЕФЍТСИЙ (лоинӣ: beneficium - накӯкорӣ, эҳсон), 1) дар ҳуқуқй давраи атиқаи Рум имтиёз ва ихтиёроти имератор барои ба ягон корманди зердасти худ додани замин ё игар манбаидаромад иҳати истифодаи якумраро меноманд. Дар Шоҳии Франки асрҳои 8-9 бенефтсий, пеш аз ҳама, мулке ба ҳисоб мерафт, ки сенёр (феодали калон) ба вассал (саворанизом)-и худ медод, ки барои истифода дар муҳлати муайян ва ё барои истифодаи якумра буд, адтар ба он ҳуқуи меросӣ дода шуд. Дар сурати иҷро накардани вазифаю супоришҳои низомӣ (маъмурӣ) соҳибмулк бенефитсийи додаашро кашида мегирифт Бенефитсий, аслан, барои таъминоти моддии ҳаёти саоранизом, харидорию таъмини абзорҳои асп вадигар воситаҳои ҷангии саворанизом пешбинӣ шуда буд. Ин корҳоро саворанизом (бенефитсийгиранда) аз таиқи дарёфти даромад аз фаъолияти кории афрод (сокинон)-и аз ҷиҳати иҷтисоди ҳуқуқӣ ба ӯ вобаста амалӣ мекард. Иттисоли бенефитсий бо вассал ба ташаккули табақаҳой феодалӣ мусоидат мекард. Ин истилоҳ дар садаи IX аз истифода хориҷ шуда, ба ҷояш истилоҳҳои феодаливу крепостнойӣ мавриди истифода қарор гирифтанд. 2). Дар кодекси ҳуқуқи шаръии қонунии калисои католикии Рум ҳуқуқи гирифтани даромад аз вазифаи калисо ва худи вазиаи калисоро меноманд, ки аз садаи I то соли 1983 идома дошт. Дар дувумйн ҷаласаи калисои ҷомеи Ватикан (1962-1965) низоми енефитсийро анахронизм(мансух) эълан намуданд, ки бояд ислоҳ ё бекор карда мешуд. Аз ин рӯ, дар кодекси аалкунандаи ҳуқуқи шаръии калисо аз соли 1984 бенефитсий вуҷуд надорад. Дар он таҳвили амвол ва даромад аз бенефитсий ба фонди махсуси эпархидӣ барои нигаҳдории рӯҳониён ешбинӣ шудааст Дар баъзе давлатҳо, масалан, Австрия, дар асоси қарори конференсияи эпископӣ ва иҷозати Ватикан, низоми бенефитсий маҳфуз дошта мешавад. == Адабиёт == Асос - Боз. - Д. : СИЭМТ, 2013. - 664 с. - (Энсйклопедияи Миллии Тоҷйк : [тахм. 25 ҷ.] / сармуҳаррир Н. Амиршоҳӣ ; 2011-2023 ҷ. 2). - ISBN 978-99947-33-52-4.",284,Perturbed,data_perturbation,
tg,Perturbed_Аэробика,"АЭРÓИА (англ. erobics), номгӯи ду силсилаи гуногуни машқҳои ҷисмонӣ: 1) гимнастикаи мавзун: машқҳои гногуни ҷисмонӣ, ки таҳти садои мусиқӣ бо мақсади тансиҳҳатӣ ва варзишӣ иҷро мешаванд: 2) силсилаи машқҳои варзишӣ, ки пуртоқатии зиёдро тақозо доранд (давидан, гашт, шиноварӣ, заврақронӣ, велосипедронӣ, лижронӣ, конкиозӣ) ва барои тақвияти кори дилу рагҳо ва узвҳои нафаскашӣ равона шудаанд. == Адабиёт == Асос - Боз. - Д. : СИЭМТ, 2013. - 664 с. - (Энсиклопедияи Миллии Тоҷик : [тахм. 25 ҷ.] / сармуҳаррир Н. Амиршоҳӣ ; 2011-2023, ҷ. 2). - ISBN 978-99947-33-52-4.",86,Perturbed,data_perturbation,
tg,Perturbed_Фурудгоҳи суркюсн,"Фурудгоҳи суркюсн (англ. Sørkjosen Airport) (маҳаллӣ:Sørkjosen lufthavn) - фурудгоҳи ҳамагона (умумӣ) мусофирбарӣ бо Коди ИОТОи SOJ аст, ки як бонди фурудиасфалт дорад, ва тӯли бонди он 919 метр аст. Ин фурудгоҳ дар кишвари Норвегия қарор дорад, ва дар баландии 5 метр аз сатҳи баҳр воқеъ шудааст. == Ҷусторҳои вобаста == Коди ИОТО Коди ИКАО Феҳристи фурудгоҳҳои Норвегия == Манобеъ == World Aernautical Database. Retrieved 29 July 2013 Бойгонӣ шудааст 25 май 2012 сол. (англ.) Airpot and Aircraft information. Retrieved 29 July 2013 (англ.)",83,Perturbed,data_perturbation,
tg,Perturbed_Ассотсиатсияи ҷаҳонии матбуоти шоҳмот,"АССОТСИÁТСИЯИ ҶАҲÓНИИ МАТБУÓТИ ШОҲМÓТ,сазмонест, ки бо мақсади тарғиби шоҳмот ба воситаи матбуоттаъсис дода шудааст. Ассотсиатсияи ҷаҳонии матбуоти шоҳмот ба рушдиҳамкориҳои байналмилалии хабарнигороне, ки масоили марбут ба шоҳмотро пайгирӣ мекунанд, мусоидат менамояд ва барои ташкил намудани мусобиқаҳо ба онҳо ёрӣ мерасонад. Ассатсиатсияи ҷаҳонии матбуоти шоҳмот бо ташаббуси рӯзноманигори испаниягӣ Ҷ. Пуч ҳангоми баргузории мусобиқаи байналмилалӣ дар шаҳри Палма (Испания) сол 1968 бунёдгузорӣ шуд. Он беш аз 300 журналистро аз кишварҳои мухталиф муттаҳид сохтааст. Нахустин президенти Ассотсиатсияи ҷаҳонии матбуоти шоҳмот - Ҷ. Пуч. Аз соли 1977 ин вазифаро адиб ва рӯзноманигори даниягӣ С. Нвруп ба уҳда дорад. Аз ҷониби Ассотсиатсияи ҷаҳонии матбуоти шоҳмот ва Федератсии ҷаҳонии оҳмот барои беҳтарин шоҳмотбозони соли ҷаҳон ҷоизаи «Оскар» (аз соли 198 бари мардон ва аз соли 1982 барои занон) таъсис шудааст, ки аъзои ин ду ниҳод ба таври раъйдиҳии ғоибона барандаи ҷоизаро муайян мекунанд. Ассотсиатсияи ҷаҳонии матбуоти шоҳмот ҳамчунин дар охии ҳар сол аз тариқи назарсанҷии хабарнигорон шоҳмотбозои номдори олам ва фаъолони шиохтаи шоҳмоти ҷаҳон 10 нафар беҳтарин шоҳмотбозон (аз соли 1968 мардон ва аз соли 1982 занон)-ро муайян карда, ба ҷаҳониён эълом медорад. == Адабиёт == Асос - Боз. - Д. : СИЭМТ, 2013. - 664 с. - (Энсиклопедияи Миллий Тоҷик : [тахм. 25 ҷ.] / сармуҳаррир Н. Амиршоҳӣ ; 2011-2023, ҷ. 2). - ISBN 978-99947-33-52-4.Шахматы // Энциклопедический словарь. Москва, 1990.",216,Perturbed,data_perturbation,
tg,Perturbed_Шахс,"Шахс (англ. Person) - мавҷудест, масалан инсон, ки қобилиятҳо ё вежагиҳоихоссе дорад, ки шахсияти инсонро ташкил медиҳад ва таърифи дақиқи он басҳои зиёд аст. Шакли ҷамъи роиҷ барои шахс, «мардум» аст, ки бештар барои ишора ба кулли як миллат ё қавмият истифода мешавад, бинобарин ҳолати ҷамъи «ашхос» бештар дар заминаҳое, ки ниёз ба диқати бештар доранд ҳамчун навиштаҳои фалсафӣ ё ҳуқуқӣ истиода мешвад. Ҳуввияти шахсӣ, ҳувияти ададӣ мунҳасир ба фард ашхоси дар тўли замон аст. Беар аст бигўем, ароити лозим ва кофӣ, ки як шахс таҳт он дар як замон ва шахси дигар дар замони дигаро метавон як шахси дар назар гирифт ҳувияти шахсӣ мегўянд, ки дар тӯли замон тадовум ёфтааст.",111,Perturbed,data_perturbation,
tg,Perturbed_Пойгоҳи ҳавоии Фоллун,"Пойгоҳи ҳавоии Фоллун (англ. Naval Air Station Fallon) (маҳаллӣ: Van Voorhis Field) - фурудгоҳи низмӣ бо Кодй ИОТОи NFL аст . Ин фурудгоҳ дар кишвари Иёлоти Муттаҳидаи Амрико қарор дорад, ва дар баландии 1199 метр аз сатҳи баҳр воқеъ шудааст. == Ҷусторҳои вобаста == Коди ИОТО Коди ИКАО Феҳристи фурудгоҳҳои Иёлоти Муттаҳидаи Амрико == Манобеъ == World Aeronautical Database. Retrieved 29 July 2013 Бойгонӣ шудааст 25 май 2012 сол (англ.) Airport andAircraft information. Retrieved 29 July 2013 (англ.) Шаблон:Фурудгоҳҳои Иёлоти Муттаҳидаи Амрико",82,Perturbed,data_perturbation,
tg,Perturbed_Михаил Калашников,"Клашникв Михаил Тимофеевич (10 ноябри соли 1919, Куря, губернияи Олтой - 23 декабри 2013, Ижевск Русия) - тарроҳи силоҳи аҳли Русия ва Шӯравӣ. Дктори илмҳои технйкӣ (1971), генерал-лейтенант (1999), созандаи автомати машҳури аҳон Калашников (АК). Қаҳрамони Федератсияи Русия (2009). Ду мартиба Қаҳрамони Меҳнати Стсиалистӣ (1958, 1976). Барандаи Ҷоизаи сталинӣ дараҷаи l (1949), Ҷоизаи ленинӣ (1964) ва Ҷоизаи давлатии Федератсияи Русия (1997). Дорандаи се нишони Ленин (1958, 1969, 1976). Узви Иттифоқи нависандагон ва Иттифоқи тарроҳони Русйя. Узви Шӯрои Иттифоқи Шӯрои Олии ИҶШС даъватҳои -4 (1950-1958) в 7-1 (1966-1989). == Зиндагинома == 10 ноябри соли 1919 дар деҳаи Куряи сарзамини Олтой ба дунё омадааст. Ӯ фарзанди ҳабдаҳум дар хонаводаи исёрфарзанди деҳқон буд, ки дар он хонавода нуздаҳ фарзанд ба дунё омада, ҳаштфарзанд зинда монданд.",122,Perturbed,data_perturbation,
tg,Perturbed_Илми иқтисод,"Илми иқтисод - як шохаи илмҳои ҷамъиятӣ, к иқтисодро меомӯзанд ва ба қисмҳои назариявӣ ва амалӣ тақсим мешаванд. Иқтисоди назариявӣ интихоби тарзи истифодаиманбаъҳои маҳдудр аз тарафи одамон ва ҷомеъа меомӯзад Иқтисоди амалӣ имконияти татбиқи қоннҳо, назарияҳо ва пешниҳодҳоеро, ки иқтсоди назариявӣ коркард кардааст дар амалиёти қисмҳои алоҳидаи низоми иқтисодӣ меомӯзад. Ҳамчун илм иқтисод ар асри XVIII бо нашри китобӣ Адам Смит ташхиси табиат ва сабабҳои боигарии милато соли 1776 ташкил ёфтаст. Дар илм сосан ду қисмаш истифода мешаванд: Микроиқтисод ва макроиқтисод ба ғайр аз ин боз мега ва мезоиқтисод мавҷуд аст. == Нигаред == Иқтисоди бозор",96,Perturbed,data_perturbation,
tg,Perturbed_Фурудгоҳи шаҳристон ҳрнпоин,"Фурудгоҳи шаҳристони ҳрнпоин (англ. Hornepayne Municipal Airport) - фурудоҳй ҳамагона (умумӣ) бо Коди ИОТОи YHN аст, ки як бонди фуруди асфалт дорад, ва тӯли бонди он 1067 метр аст. Ин фурудгоҳ дар кишвари Канада қарор дорад, ва дар баландии 35 метр аз сатҳи баҳр воқеъ шудааст. == Ҷусторҳои вобаста == Коди ИОТО Коди ИКАО Феҳристи фурудгоҳҳои Канада == Манобеъ == World Aronautical Database. Retrieved 29 July 2013 Богонӣ шудааст 25 май 2012 сол. (англ.) Airport and Aircraft information. Retrieved 29 July 2013 (англ.)",83,Perturbed,data_perturbation,
os,Perturbed_Хъæу,"Хъæу, дыгуронау гъæу, у ахæм цæрæнран, кæцыйы цæрджытæй фылдæр хай кусынц хъæууон хæдзарады. === Æрæфы район (РЦИ-А) === Æхсæрисæр Лескен Толдзгун === Алагиры райан (РЦИ-А) === Зынцъар Инджынтæ Дгом Цъамад Уынал Мызур Нузал Бурон Цъæй Нар Дзывгъис Хидыхъус Хæрисджын === Кировы район (РЦИ-А) === Елхот === Рахизфарсы район (РЦИ-А) === Ног Бæтæхъойыхъæу Зæронд Бæтæхъойыхъæу Зилгæ Заманхъул Хуымæллæг Фарн=== Дзауы район (РХИ) === Дзау Чъимас Тъонтъобет Стырфæз Чеселт === Знауыры район (РХИ) === Знауыр Алхасен Арчънет унеу Балта Бехмар Гобозтыхъæу Гъаристау Дзагъина Дæллаг Окона Дидмуха Зиулет Ионча Исахъыхъу Хъорнис Лопъан Малда Мугут Нагутни Недлат Нул Принеу Терегуан Тигъуа Уахтъана Уæллаг Окона Уæллаг Дуан Хслит Хъорнис‎ Цънелис Цъорбис === Ленингоры район (РХИ) === Абреу Алеу Ахалдаба Ахмадз Баджин (Дæллаг аджинæмæ Уæллаг Баджин) Балаан Бежантыхъæу Бол (Дæллаг Бол æмæ Уæллаг Бол) Велура Гду Гдулет Горга Гру Дзукъатыхъу Дорет Елойтæ Ереда Зххъор Икъот Кедигора Къитъриули (Туатыхъæу) Курта Къора Къоринта Ларгуис Ломис Мудзух Науихъеу Нагомеу Орчъосан Салбиар Тогойтæ Тъбет Уехер Харбал Хетъетæ Хъанчавет Хъуелдаба Цгъойтæ Цхилон Цъинагар Цъиркол Цъолд Цъорцъох Цъурта === Цхинвалы район (РХИ) === Дменис УанатДжер Хелцуа Ортъеу Элтура Ксуис Еред Зонкар Белат Арцеу Тъбет",182,Perturbed,data_perturbation,
os,Perturbed_Кусæгонтæ,"Кусæгонтæ сты рагон ирон мыггæгтæй иу. Ирон таурæгътæм гæсгæ рагон ирон адæм уыысты фондз мыггаджы: Сидæмонтæ, Цæразонæ, Æгъуызатæ, Кусæгонтæ, Цъæхилтæ. == Мыггæгтæ == Азиатæ, Айлартæ, Æмбалтæ, Бабатæ, Бесолтæ, Бурдзиутæ, Битетæ, Бызыктæ, Габутæ, Гасынтæ, Гасситæ, Гæбултæ, Гæлæбатæ, Гæгкутæ, Гозымтæ, Гуыбитæ, Гæздæнтæ, Зæгъойтæ, Дзугатæ, Дзыгастæ, Дзбойтæ, Джиотæ, Джыгкайтæ, Касатæ, Калотæ, Кокойтæ, Карсантæ, Къалтæ, агкотæ, Мецъатæ, Мысойтæ, Насхъидатæ, Остъатæ, Саламтæ, Сэбеттæ, Таутиатæ, Тыджытæ, Уанитæ, Хестантæ, Хнеутæ, Хуыбылтæ, Хъаратæ, Хъуылатæ, Цæллатæ, Челæхсатæ.",68,Perturbed,data_perturbation,
os,"Perturbed_Пчелина, Евгения Георгийы чызг","Пчелина Евгения Гэоргийы чызг (1895-1972) - советон археолог æмæ кавказонæг, Кавказы архитектурон бынтæ итасæг. == Цардафыст == Райгуырдис Кутаисы, паддзахадон службæгæнæджы бинонтæн, йæ фыд уыд инæлар Бенедиктович Георгий Семёны фырт, йæ мад - абхазаг Шервашидзе Мария Александры чызг. 1914-æм азы ахуырмæ бацыдис Мæскуыйы арехологон институтмæ æмæ йæ каст фæци 1916-æм азы сыгъзæрин майданимæ. Йæ дипломон куыст уыди, сомихаг æмæ гуырдзиаг архитектурæ уырыссаг аразджытæн манголты бабырсты размæ цы тæваг дардта, уый тыххæй 1917-æм азы ахуыр кæнын райдыдта МПУ-ы юридикон факультеты, 1915-æм азæй куыста алыхуызон музейты, 1920-32 куыста Мæскуыйы паддзахадон историон музейы. Куыд ахуыргæнæг дæр стыр бавæрæн скодта зонадмæ: 1924-25 азты амыдта гуырдзиаг æвзаг Мæскуыйы скæсæнзонæны институты, 1930-32 музейты куысты кферæйы доцент Мæскуыйы музейты кусджыты зонындзинæдтæ уæллæгдæр кæныны институты. 1939-48 азты уыд Скæсæны хайады сæйраг зонадон кусæг Паддзахадон Эрмитажы. Музейы экспонатты фыццæг эшелонимæ ацыдис Свердловскмæ, уым хæстон рæстæджы дæр кодта зонадон куыст, фыста йæ кандидатон диссертаци æмæ йæ æнтыстджынæй бахъахъхъæдта 1944-æм азы. Эрмитажмæ куы раздахтис, уæд аарддæр кодта йæ куыст Кавказы адæмты этнографи æмæ æвзæгты тыххæй, йæ докторы диссертаци бацæттæ кодта 1968-æм азы. 1952 азæй иста пенси. Йæ цардæй ахицæн Ленинграды 1972 азы. == Иртасæнтæ == Иртæста Фæскавказы архитектурæ, 1940-æм азы рауагъта Азерайджаы ССР-йы зæххытыл сомихаг аритектурæйы бынт тыххæй кыст. Басгæрста Цæгат Ирыстоны алы ком дæр, фæлæ уæлдайдæр йæ хъус ардта Уæлладжыргоммæ. Нузалы аргъуан зæппæдзæй конд кæй у, уый фæнысан кодта, стæй та йæ быны ссардта хæстон ингæн, хуыдта уыцы амæддзаг XII-XIII æнусты ирон историæмæ ирон-гуырдзиаг аххæстдзинæдты иунæг ратæдзæн. Цы ингæн ссардта, уый æнхъæл уыд Сослан-Дауыты ингæн (уый амардис 1207 азы), фæлæ иннæ ахуыргæндты хъуыдымæ гæсгæ (уыдоны ’хсæн Абайты Васо дæр) Ос-Бæгъатыры ингæн у (уый амардис 1306 азы). == Литературæ == Калоев Б. А. Е. Г. Пчелина - учёный-кавказовед (рус.) // Этнографическое обозрение. - 2004. - No 3. - С. 98-111. Чибирав Л. А. Научное наследие Е. Г. Пчелиной как образец междисциплинарного иследования // Известия СОИГСИ. - 2016. - Вып. 19 (8). - ISSN 2223-165X.",313,Perturbed,data_perturbation,
os,Perturbed_Ходы Камал,"Хады Хазбийы фырт Камал (райгуырдис 1941-æм азы 26 январы Зæронд Бæтæхъойыхъæуы - амрдис 2021-æм азы 24 июны) у зындганд ирон поэт, тæлмацгæнæг, литературон критик, Цæгат Ирыстон - Аланийы Фысджыты Цæдисы сæрдар (1990 азæй). Камал у Цæгат Ирыстоны гимны автор. 197 аы каст фæци Мæскуыйы Горькийы номыл литэратурон институт. Фыста районты газеттæм, куыста Цæгат Ирыстоны телеуынынады, дæс азæй фылдæр разамынд лæвæрдта «Мах дуджы» критикæ æмæ публицистикæйы хайадæн. Чиныгуадзæн «Ир»-ы редакторæй куыста. 1985-1989 азты уыд Цæгат Ирыстоны паддзахадон драмон театры директор. == Æддаг æрмæг == Зындгонд драматург Шоу Бернарды пьесæ «Пигмалион» Ходы Камалы тæлмацгондæй ГТРК Алания // Зæрдæмæ фæндаг. Ходы Камал",99,Perturbed,data_perturbation,
os,Perturbed_Зыонг Ван Минь,"Зыо́нг Ван Минь (вьет. Dương Văn Minh; 16 февралы 196 - 5 августы 2001) - Хуссар Вьетнамы хæстон æмæ политикон архайæг, Вьетнамы Республикæйы дыууæ хатты президент. 1975-æм азы 30 апрэлы цæгат-вьетнамаг тыхтæ æрбабырстой Сайгонмæ. Зыанг Ван Мйнь сæм æнхъæлмæ кастис Хæдбардзинады Галуаны мидæ, фындыди йæ фициалон æгъдауæй æлдæриуæг уæлахизгæнджытæн æттын. Фæлæ йæ баурæдтой æмæ аластой радиостанцæмæ, цыран Зыонг Ван Минь фехъусын кодта капиталяцийы тыххæй. Цалдæр сахаты фæстæ йæ суагътой, æмæ уæдæй фæстæмæ сæрибарæй цардис йæ виллæйы, рæзын кодта орхидейтæ, дардта мæргътæ. 1983-æм азы Вьетнамы хицæуад радта Зыонг Ван Минæн бар йæ мыггагимæ Францмæ ацæуын. Уый ралыгъдис æмæ фæстæдæр æрцардис Пасадинæйы, АИШ-ы. Уым дæр амардис, 85 азы йыл куы цыдис, уæд. Фæсарæны цæрæйæ кæддæры президент никуы кодта политикон куыст, нæдæр рауагъта мыхуырæй йæ мысинæгтæ.",123,Perturbed,data_perturbation,
os,Perturbed_Майрæмсаутæ,"Майрæмсаутæ, дыгур. Майрæнсаутæ (уырыс. Майрамсаевы, Майрансаевы) сты дыгурон мыггаг. == Равзæрд == Мыггагон таурæгъмæ гæсгæ, Майрæнсауты мыггаг равзæрд грекъаг лæгæй, йæ ном ын таурæгъгæнджытæ нæ хъуыды кæнынц. Уымæн Къуссуйы хъæуы райгуырд фырт - Майрæнсау. Майрæнсауæй рацыд мыггаг, æмæ афтæмæй Къуссуйы фæзынд Майрæнсауты мыггаг. Майрæнсаутæ сæхицæн хæстæг æрвадæлтыл нымайынц Гуылæр æмæ Дзынагъайы хъæуты цæрджыты - Найфонты æмæ Асеты, фæл куыд хæстæг æййафынц мыггæгтæ кæрæдзимæ, уый таурæгъгæнджытæ нæ зонынц. Майрæнсауы фæстæ, дам, мыггаджы хистæр уыд Бута Бутайы фырттæй сæ иу хуынд Тотурухъ фæсномыгæй йæ хуыдтой «Сæркъуыр», йæ фыды марæджы сæр кæй ракодта, уымæ гæсгæ. Тотурухъ уыд Дæгуйты хæрæфырт, цард Цыколайы. Уым ын рйгуырд фырттæ: Даукуй, Темырхъан, Мæхæмæт. Цардысты хицæн хæдзæрттæй. Майрæнсауы мыггагæй иутæ фæлыгъдысты Сечерæ, иннæтæ - Хæзнидонмæ. Хæзнидонмæ чи алыгъд, уыдон 1930 азы кулак кæнынмæ хъавыдысты, æмæ уымæ гæсгæ сæ мыггаг раивтой Найфонтæй,æмæ абон дæр ацы мыггагыл фыссынц сæиХæзнидоны Майрæнсаутæ. Майрæнсаутæ абон цæрынц Сечеры, Дзæджыхъæуы, Душанбейы, Налцычы æмæ æндæр рæтты.",149,Perturbed,data_perturbation,
