language,title,text,token_count,category,source,mixing_strategy,original_id
be,Synthetic_be_14,"М.: Мир, 1969. - 208 с. Холево А. С. Статистическая структура квантовой теории. Москва, Ижевск: ИКИ, 2003. - 192с. Холево А. С. Квантовая вероятность и квантовая статистика. Итоги науки и техники. Современные проблемы математики. Фундаментальные направления. Том 83. М.: ВИНИТИ, 1991. стр.3-132. == Спасылкі == Квантавая статыстыка - артыкул з Айкідо (яп.: 合気道, у перакладзе «дарога да арганізацыі энергіі») - японскае баявое мастацтва (від кэмпо), распрацаванае ў 1920-я гады ветэранам руска-японскай вайны 1904-1905 гадоў Марыхэем Уэсібам. == Айкідо ў Беларусі == Першая секцыя айкідо ў Мінску з’явілася ў 1990. Першым трэнерам айкідо быў Валерый Буяк, Цэнтр усходняй культуры «Сэкай». Выкладаў Медыцынская сястра (медсястра, даўней міласэрная сястра; м.р. медыцынскі брат, медбрат) - памочніца ўрача або фельчара, спецыяліст з сярэдняй медыцынскай адукацыяй. Прафесія прадугледжвае наяўнасць ведаў: як аказваць першую медыка-санітарную дапамогу ў паліклініцы, амбулаторыі ці на даму, выконваць лячэбна-дыягнастычныя працэдуры і ажыццяўляць індывідуальны догляд, праводзіць рэабілітацыйныя і адаптацыйныя мерапрыемствы хранічным хворым, састарэлым і інвалідам, абследаваць пацыентаў падчас агульнай дыспансерызацыі. Медсёстры і фельчары могуць таксама ажыццяўляць самастойны прыём пацыентаў у паліклініках, афтальмалагічных, эндакрыналагічных і оталарынгалагічных кабінетах, праводзіць прафілактычны прыём дзяцей ранняга ўзросту, выконваць візіты на дом, аказваць даўрачэбную дапамогу пры неадкладных станах, ажыццяўляць навучанне ў школах бранхіяльнай астмы, цукровага дыябету і артэрыяльнай гіпертэнзіі. ў сябе, каб",203,Synthetic,data_augmentation,,
be,Synthetic_be_15,"думку выдаўцоў, пераклад павінен быў стаць сродкам барацьбы супраць Рымскай курыі ў разьвіцьці славянскай літаратуры на роднай мове. == Друкарскія асаблівасьці выданьня == Біблія надрукаваная чэскай бастардаю(de) і зьмяшчае 109 дрэварытаў. Існуе меркаваньне, што гравюры запазычаныя з лацінскай Бібліі 1498 року, выдадзенай таксама ў Вэнэцыі; аднак большасьць ілюстрацыяў была папулярнай але ўнесеныя зьмены з улікам разьвіцьця правапісу і граматыкі. У гэтай Бібліі ўпершыню зьяўляецца пазначэньне даўжыні чэскіх галосных з дапамогай коскі ці падвоеных галосных. Галоўнымі зьменамі ў граматыцы сталі замена імпэрфэкту складаным прэтэрытам(en), аорыст застаўся толькі ў асобных выпадках, як і ў папярэдніх Бібліях (то бок пераважна ў дзеяслове jíti). тушкі рабчыка, 2-х бульбінаў, часткі агурка, 4-х лістоў салаты, 3-х шыек ракаў, 1,5 сталовай лыжкі маянэзу, чвэрці кубка лансьпіка (выпаранае зь мяснога булёну жэле), чайнай лыжкі капэрсаў і 5 алівак. Часам сьвежыя агуркі замяняюць карнішонамі. Таксама рабчыка могуць замяняць курацінай, цяляцінай і курапаткай. == Прыгатаваньне == У нашыя дні вараць Моўныя новаўвядзеньні былі настолькі рэвалюцыйныя, што выклікалі значнае абурэньне, у тым ліку сярод Чэскіх братоў, якія ў выніку заняліся ўласным перакладам (Краліцкая Біблія). Біблія 1506 року моцна паўплывала на наступныя чэскія выданьні 1529, 1537(cs), 1540(cs), 1549(cs) і шырока выкарыстоўвалася аж да апошняй чвэрці XVIII стагодзьдзя ня толькі пратэстантамі, але і Вэнэцыя́нская Бі́блія 1506 року (па-чэску: Bible benátská), Біблія чэская ў Вэнэцыі друкаваная (чэск.",213,Synthetic,data_augmentation,,
be,Synthetic_be_16,"і інш. - Мн.: «Беларуская Энцыклапедыя» імя П. Броўкі, 1993. - 702 с. - С. 25. - ISBN 5-85700-077-7. Язэпенка, І. М. Агнішча // Археалогія Беларусі: энцыклапедыя. У 2 т. / [склад. Ю. У. Каласоўскі; рэдкалегія: Т. У. Бялова (гал. рэд.) і інш.]. - Мінск: Беларуская Энцыклапедыя імя П. Броўкі, найбольш старажытных агнішчаў знойдзены на стаянках перыяду ніжняга (ранняга) палеаліту ў Алдувайскай цясніне ў паўночнай Танзаніі (Афрыка). У Беларусі вядомы з эпохі верхняга (позняга) палеаліту (Бердыж, Юравічы). У гэты час агнішчы паглыбляліся ў мацярык на 0,1-0,5 м, у разрэзе былі лінзападобныя, у плане акруглыя, дыяметрам 1-2 м. Часам побач з Дуся (па-летувіску: Dusia) - возера ў Летуве. Адно з найбольш значных азёраў краіны. Возера зьяўляецца самым вялікім у паўднёвай часткі Летувы. Плошча возера складае 23,17 км². Даўжыня з захаду на ўсход 8,4 км, максымальная шырыня 4,2 км. Найбольшыя глыбіні разьмешчаны ў цэнтры возера, сярэдняя глыбіня 15,4 м. Берагі большай часткай пяшчаныя. Возера сілкуецца за кошт ўпадаючых у яго малых рэк. У возеры жывуць 18 відаў рыб. Возера Дуся добрае месца для адпачынку і рыбалкі. На яго берагах знаходзяцца пясчаныя пляж і лягеры або па іх комплексу (ляндшафтнае, фізыка-геаграфічнае). Дэталёвасьць раянаваньня залежыць ад вывучанасьці адпаведнай тэрыторыі альбо таго ці іншага яе элемэнту. Розная трактоўка адных і тых жа даных або іх недастатковасьць прыводзіць часам да суіснаваньня некалькіх несупадаючых схемаў прыроднага раянаваньня адной і",222,Synthetic,data_augmentation,,
be,Synthetic_be_17,"больш высокае месца; каманды, якія занялі больш высокае месца на 2-м этапе, першыя дзве гульні ¼ фіналу праводзяць дома, у адказ дзве - на выездзе; калі спатрэбіцца пятая - дома. У ½ фіналу і фінале каманды, якія занялі больш высокае месца ў рэгулярным чэмпіянаце, першыя дзве гульні праводзіць дома, у Ольстэрская юніянісцкая партыя (па-ангельску: The Ulster Unionist Party) - юніянісцкая палітычная партыя ў Паўночнай Ірляндыі. Партыя была заснаваная ў 1905 годзе, вылучыўшыся з Ірляндзкага юніянісцкага альянсу ў Ольстэры. Ачоленая Эдўардам Карсанам, парцыя замагалася супраць руху гоўмрул. Па падзеле Ірляндыі яна была кіроўнай партыяй Паўночнай Ірляндыі паміж 1921 і 1972 гадамі. органы, палітычныя партыі, грамадскія арганізацыі і рухі і г.д.); палітычныя адносіны - сувязі паміж грамадзянамі і ўладаю, паміж невялікімі і значнымі сацыяльнымі групамі, паміж дзяржаваю і грамадзянскай супольнасцю. Згодна другой тыпалогіі вылучаюць: эканамічную палітыку (прамысловая, сельскагаспадарчая, фінансавая, у галіне транспарту і сувязі і інш.); сацыяльную палітыку (аховы здароўя, бытавога абслугоўвання); Пад кіраўніцтвам Дэйвіда Трымбла, партыя дапамагла дамовіцца аб Бэлфасцкім пагадненьні ў 1998 году, якая скончыла ірляндзкі канфлікт. Трымбл займаў пасаду першага міністра Паўночнай Ірляндыі з 1998 па 2002 гады. У 2003 годзе партыя атрымала паразу ад Дэмакратычнай юніянісцкай партыі. З 1905 па 1972 гады партыя фактычна зьяўлялася паўночна-ірляндзкай філіяй Кансэрватыўнай Палі́тыка (грэч. πολιτικός - дзяржаўныя, грамадскія справы, ад грэч. πολίτης - грамадзянін, далей ад грэч. πόλις - горад; стар.-грэч. λόγος - думка, прычына) - арганізацыйная і рэгулятыўна-кантрольная сфера дзейнасці, звязаная з размеркаваннем і ажыццяўленнем улады, рэгуляваннем грамадскіх адносін. Тэрмін стаў пашыраным пад уплывам трактата Арыстоцеля «Палітыка». Як спецыфічны від дзейнасці ці паліталогія - навука аб палітыцы, аб",257,Synthetic,data_augmentation,,
be,Synthetic_be_18,"Лимон. - С. 91. - 593 с. - 100 000 экз. (руск.) Биоценоло́гия // Краткий словарь ботанических терминов / Сост. М. В. Буланая и др.; Под ред. А. Г. Еленевского. - Саратов: Изд-во Сарат. пед. ин-та, 1993. - С. 21. - 151 с. - 10 000 экз. - ISBN 5-87077-064-5. кантэксце. == Літаратура == Беларуская граматыка: У 2 ч. / АН БССР, Інстытут мовазнаўства імя Я. Коласа; Рэд. М. В. Бірыла, П. П. Шуба. Ч. 2: Сінтаксіс. - Мінск: Навука і тэхніка, 1986. - 327 с. Лопатина Л. Е. Примыкание // Лингвистический энциклопедический словарь / Главный редактор В. Н. Ярцева. Пераносны зенітна-ракетны комплекс (ПЗРК) - зенітная ракетная сістэма, прызначаная для транспарціроўкі і вядзення агню адным чалавекам. Дзякуючы невялікім памерах, ПЗРК лёгкамаскіраваны і мабільны. Першыя ўзоры ПЗРК з кіраванымі ракетамі паступілі на ўзбраенне ў канцы 1960-х гадоў, атрымаўшы масавае прымяненне падчас баявых дзеянняў араба-ізраільскай «вайны на знясіленне» ў 1969 годзе, - Біяцэнало́гія - навука пра згуртаванні жывых арганізмаў - біяцэнозы; частка біягеацэналогіі. Вывучае ўзнікненне, развіццё, структуру, размеркаванне ў прасторы, прадукцыйнасць і дынаміку біяцэнозу, узаемаадносіны паміж рознымі біяцэнозамі і асобнымі іх кампанентамі. Некаторыя вучоныя лічаць біяцэналогію раздзелам экалогіі і геабатанікі. Даследаванні па біяцэналогіі ўключаюць мадэліраванне біяцэналагічных працэсаў, маніторынг і прагназаванне. На развіццё біяцэналогіі вялікі ўплыў зрабілі працы амерыканскага заолага В. Шэлфарда, беларускіх вучоных Г. Г. Вінберга, І. Д. Юркевіча і інш. На Беларусі даследаванні ў галіне аграбіяцэналогіі праводзяцца ў НДІ аховы раслін. == Літаратура == Беларуская энцыклапедыя: У 18 т. Т. 3: Беларусы - Варанец / Рэдкал.: Г. П. Пашкоў і інш. Прымыканне - від падпарадкавальнай сінтаксічнай сувязі паміж членамі словазлучэння, пры якой незмяняльныя словы (прыслоўі,",264,Synthetic,data_augmentation,,
be,Synthetic_be_19,"ключамі для самаабароны, названы ў яго гонар.Сокэ Кубота Такаюкі з’яўляецца заснавальнікам і прэзідэнтам INTERNATIONAL KARATE ASSOCIATION. == Гісторыя == INTERNATIONAL KARATE ASSOCIATION зарэгістравана ў 1953 годзе ў Токіа / Японія, з мэтай вывучэння і распаўсюджвання стылю каратэ Gosoku Ryu. Gosoku Ryu жорсткі і хуткі стыль, выкарыстоўвае метады стыляў каратэ Goju гады, дзе праявіў высокі ўзровень майстэрства ў баявым каратэ. Ён прысвяціў сваё жыццё вывучэнню, стварэнню і навучанню прымянення тэхнікі самаабароны ў органах правапарадку, ваенных органах і сярод грамадзянскага насельніцтва. Сокэ мае вышэйшыя разрады - чорныя паясы - у каратэ, дзюдо, айкідо і кэндо. Ён таксама вынайшаў Куботан - звязак з ў ЗША. Сокэ сабраў некалькіх таленавітых маладых людзей, што дазволіла стварыць ядро філіяла Асацыяцыі ў ЗША. Пад кіраўніцтвам Сокэ Асацыяцыя атрымала сусветнае прызнанне ў свеце баявых мастацтваў. Члены арганізацыі выйгравалі мноства чэмпіянатаў, у тым ліку чэмпіянат штата Каліфорнія, нацыянальны чэмпіянат ЗША і сусветныя кубкі. INTERNATIONAL KARATE ASSOCIATION мае прадстаўніцтва ў адзнакі === У некаторых населеных пунктах ды іншых мясьцінах, якія перацінаюцца з палярным кргуам, існуе традыцыя ўсталяваньня знакаў у гонар праходжаньня тут Палярнага кругу. Напрыклад: == На Марсе == Марс круціцца вакол сваёй восі амаль гэтакак жа, як і Зямля: вось кручэньня нахіленая да плоскасьці арбіты на кут 25,19°, амаль дзень можна назіраць у шыротах, якія ляжаць крыху далей ад полюсу, тады як палярная ноч - толькі ў шыротах, што ляжаць крыху бліжэй да полюсу. Паколькі палярны круг вызначаецца ў кожным паўшар’і, у плянэты можа існаваць толькі два палярныя кругі - паўночны і паўднёвы. Шырата палярных кругоў вызначаецца кутом нахілу прымяненне і спарынгі (баі). У",255,Synthetic,data_augmentation,,
be,Synthetic_be_20,"ў праектаванні велатрэка аказвала нямецкая кампанія «Schuermann Architects», якая распрацоўвае праекты велатрэкаў па ўсім свеце. На велатрэку могуць займацца толькі прафесійныя спартсмены, навыкі якіх могуць гарантаваць бяспечны пракат. Максімальна можна развіць хуткасць да 110 км/г. Трэкавы веласіпед не мае тармазоў і пераключэння перадач. Вышыня ад верхняга пункта да нізу трэка НБА 1969 году. == Сьпіс лаўрэатаў == Ніжэй прадстаўлены сьпіс самых каштоўных гульцоў усіх фіналаў НБА, а таксама асноўная інфармацыя пра іх і статыстыка ў фінальнай сэрыі. == Вонкавыя спасылкі == NBA.com: NBA Finals MVP Award Winners Basketball-Reference.com: NBA Finals Most Valuable Player Award рэечны драўляны насціл з сібірскай елкі плошчай звыш 2 тыс. кв. м.. Даўжыня велатрэка стандартная - 250 м, шырыня - 7,5 м, ёсць два віражы - справа і злева, вугал нахілу складае 41 градус. Спартсмены выходзяць на трэк з двух падземных пераходаў. Трыбуны ўмяшчаюць да 2 000 гледачоў. Істотную дапамогу уплывам з боку культуры лейкападобных кубкаў і культур «ляснога нэаліту» Павісьленьня. Найбольш дасьледаваныя паселішчы культуры на захадзе Беларусі - Камень, Русакова, Русаковічы. == Літаратура == Чарняўскі, М. М. Да пытання вылучэння прыпяцка-нёманскай ранненеалітычнай культуры // Гістарычна-археалагічны зборнік. - 2003. - No 18. - С. 25-33. Чарняўскі, М. М. Прыпяцка-нёманская культура складае 5 метраў. Цэнтральнае ядро велатрэка можа выкарыстоўвацца для заняткаў такімі гульнявымі відамі спорту, як бадмінтон, настольны тэніс, міні-футбол, баскетбол, валейбол. На першым паверсе веладрома знаходзяцца кафэ, касы, гардэроб, памяшканні допінг-кантролю і медыка-аднаўленчы цэнтр. На другім паверсе - офісныя памяшканні для супрацоўнікаў,",236,Synthetic,data_augmentation,,
udm,Synthetic_udm_1,"Россиысь коммунистической рабочей партия КПСС-лэн составаз (РКРП-КПСС) - Россиысь политической партия. Партилэн ёзэсъёсыз - «Трудовая Россия» но «Мысль» газетъёс, «Советский Союз» журнал. Партилэн кивалтӥсез - Виктор Аркадьевич Тюлькин. == Историез == Россиысь коммунистической рабочей партия (РКРП) 23-тӥ шуркынмонэ 1991-тӥ арын кылдытэмын вал. Солэн нырысетӥ съездэз ортчиз 23-24-тӥ шуркынмонэ 1991-тӥ арын Трир (нем. Trier, лат. Augusta Treverorum) - «Уйпал Рим», Германияысь вашкалаез кар. Кылдытэмын асьме эралэсь азьло 15-тӥ даурын Октавиан Август рим императорен треверъёслэн племязылэн вӧсяськон интызы вӧзын, со бордысь ик карлэн нимыз - «Августа Треверская». Кар интыяське Рейнланд-Пфальц федерал музъемлэн шундыпуксён палаз. Городын трос чебер, синмаськымон интыосыз. Нырысь ик, со Петров. == Шудӥсь муртъёс == Гордей Карпыч Торцов, узыр купец. Пелагея Егоровна, солэн кышноез. Любовь Гордеевна, соослэн нылзы. Любим Карпыч Торцов, солэн братэз, ваньбурзэ тус-тас карем маке. Африкан Савич Коршунов, фабрикант. Митя, Торцовлэн приказчикез. Яша Гуслин, Торцовлэн племянникез. Гриша Разлюляев, узыр купецлэн пиез, егит пи. Анна Ивановна, карттэк кылем егит «Куанер улон шек ӧвӧл» (ӟуч «Бедность не порок») - ӟуч драматурглэн Александр Островскийлэн куинь ёзо комедиез. Гожтэмын 1853-тӥ арын. Печатламын 1854-тӥ арын. Комедилэн премьераез ортчиз Мускоысь Пичи театрын 1854-тӥ арын 25-тӥ толшоре. «Куанер улон шек ӧвӧл» комедиез автор",188,Synthetic,data_augmentation,,
udm,Synthetic_udm_2,"потэмъёслы, кузьымлы кошкиз. Та «Chukinder» огазеяськонлэн нырысетӥ бадӟым заказэз. == Пуштросэз == «Ӟеч Перепеч» шудонын 144 карта но 18 герой. Шудонэн 2-8 мурт шудыны быгатэ, но тужгес но умой 4-6 муртлы шудыны. Шудонлэн дырыз 20-30 минут. === Шудонлэн радлыкез === Шудонъёсты сурано, котькуд шудӥсьлы быдэс 7 карта сётоно. Перепечез Валтэс «Ӟеч Перепеч» - удмурт ӝӧквыл шудонъёсты лэсьтӥсь «Chukinder» огазеяськонлэн кыкетӥ кылдытэм шудонэз. Сое огазеяськон инвожое 2019-тӥ арын поттӥз но 12-тӥ инвожое Ижкарысь Герберын презентацизэ ортчытӥз. Та дыре «Ӟеч Перепечен» пӧртэм кунъёсын шудо, соос пӧлын Россия, Венгрия, Эстония, Финляндия. 2019-тӥ арын 120 «Ӟеч Перепеч» шудон Татарстанысь удмурт нылпиослы, «Мудорвай» вожвылъяськонын финалэ юморист. 1984 - Кэти Перри, Америкаысь поп кырӟась. 1985 - Владислав Топалов, Россиысь поп кырӟась. == Кулӥзы == 1647 - Евангелиста Торричелли, Италиысь математик но физик. 1974 - Екатерина Фурцева, совето кун но партийной ужась, СССР-ысь культурая министр (1960-1974). 2008 - Муслим Магомаев, оперной но эстрадной кырӟась (баритон), СССР-ысь калык СССР-ысь калык артистка, М. Ростроповичлэн кышноез. 1927 - Николай Пономарёв, металлургической производствоез организатор, «Ижсталь» заводлэн кивалтӥсез (1980-1988). 1931 - Анни",170,Synthetic,data_augmentation,,
udm,Synthetic_udm_3,"пилён. Бӧрысь Эгра леспромхоз Удмуртиысь та удысысь тужгес валтӥсь предприятие луэ - солэн дасям вузъёсыз Россиысь пӧртэм сэрегъёсы вуылӥзы. Ёрослэн туала историез матысь герӟаськемын му вӧй поттонэн. 1973-тӥ арын татын нырысетӥ тонна му вӧй кыскизы. Татын улэ 42 сюрс 383 адями (2009-тӥ ар). Со пӧлысь 22 сюрс 260-эз Эгра посёлокын. 12 пӧсьтолэзь - арлэн 193-тӥ нуналыз (194-тӥ нунал високосной арын) григорианской календарья. Выль арозь 172 нунал кыле. Али дыре юлиан календарьлэн 29-тӥ инвожоезлы огкадь луэ. == Праздникъёс == Бортпроводниклэн дунне нуналыз Фотографлэн калыккуспо нуналыз == Луэм учыръёс == 1561 - Горд площадьын Покровской соборез лэсьтон йылпумъямын. 1580 - Иван Фёдоров Чутыр черкогуртъёсын но Леспромхоз посёлокын вань асьсэ больницаоссы. Озьы ик ёросын ужа 36 фельдшер-акушер пункт. Со сяна, ёросын ужа культурая 32 юрт, 29 библиотека, 2 нылпи санаторий. Сундур гуртын интыяськемын Удмурт культурая центр. Ӟуч культуралы сӥзем центр ужа Факел посёлокын. == Чӧлсконъёс == Эгра ёрос: историез но туала улонэз (Ӟ) Удмуртиысь ёрос. Центрез - Эгра. Чупчи, Кильмезь но Иж шуръёслэн огазеяськон интыязы пуксемын",163,Synthetic,data_augmentation,,
udm,Synthetic_udm_4,"1944 - ужаны кутскиз нырысетӥез американ программируемой компьютер «Марк I». 1960 Кот-д’Ивуарлы Францилэсь независимость ялэмын. Фидель Кастро ялӥз вань американ предприятиосты Кубаын национализировать карон сярысь. 1983 - кутэмын КПСС-лэн ЦК-езлэн но СССР-ысь Министръёслэн Советсылэн постановленизы «Социалистической ужан дисциплинаез юнматон сярысь» 1997 - канадаос Аргентинаысь Чилие Андъёс пыр туж бадӟым газопроводэз Ирландия (ирл. Éire, англ. Ireland, скотс Airlann, лат. Hibernia) - Европаысь быдӟалая куинетӥ шормуӵ (Великобритания но Исландия бере); кык тужгес бадӟымез Британ шормуӵъёс пӧлысь ӝытпалэз. Шормуӵ кунгожен люкемын Ирландия но Огазеяськем Королевство куспын. Котыртэмын Атлантической океан вуэн. Кузьдалаез шунды пуксён палысен шунды ӝужан паллань - ог 300 иськем, уйпалысен лымшорлань - ог 450 иськем. Шормуӵлэн быдӟалаез - 84,1 сюрс км² (20-тӥ инты вакытаз со пушкын таможня интыяськем. Туж чебер но узыр адске Трир собор но со вӧзысь нылкышноослэн монастырьзы - Либфрауэнкирхе. Соборез утён вылысь пӧртэм ужъёс нуисько. Пушказ пыраны уг лэзё. Собор 320-тӥ арын Дунчылкыт Агриций Трирскиен пуктэмын вылэм, та ужез солы быдэстыны косэм Константин император. Быдӟым Константинлэн 310-тӥ арын пуктэм базиликаез сузясьёсы интыялляны алэмын. 1907 - ӟуч физик Борис Розинг телевизионной",172,Synthetic,data_augmentation,,
udm,Synthetic_udm_5,"«McDonald’s» ресторанъёслэсь сетьсэс кылдытӥсь. 1930 - Павел Попович, советской космонавт, Советской Союзлэн кык пол Героез. 1936 - Вацлав Гавел, Чехиысь политик, Чехилэн президентэз (1989-2003). 1937 - Сергей Чирцев, СССР-лэн но РСФСР-лэн мотоспортын трос полъем чемпионзы. 1940 - Милена Дравич, Югославиысь но Сербиысь актриса. 1949 - Евгений Столов, Ижкарысь актёр но 5 коньывуон - арлэн 278-тӥ нуналыз (279-тӥ нунал високосной арын) григорианской календарья. Выль арозь 87 нунал кыле. Али дыре юлиан календарьлэн 22-тӥ куарусёнэзлы огкадь луэ. == Праздникъёс == Дышетӥсьлэн дунне нуналыз == Луэм учыръёс == 610 - византий император Ираклийлэн царствое венчаться кариськонэз. 1502 - Христофор Колумб усьтӥз Коста-Рикаез. 1614 арын филологи наукаосъя доктор луэ. Солэн кивалтэмез улсын Кузебай Гердлэн творчествоез математической методэн эскеремын вал. Пумозяз ӝоген вуттэмын луоз удмурт филологиын нырысетӥ Частотной словарь. Тодос дуннеын Риф Шакрисламовичез удмурт диалектъёсты эскерисен тодо. 2009-тӥ арын куартолэзе Р.Ш. Насибуллинлэн лабораториез поттэ трос томъем Удмурт кыллэн диалектологической атласэзлэсь нырысетӥ книгазэ. Кыкетӥез книга потэмын флот дуннекотыр уянэ шонтэм. 1919 - Глаз карын йылпумъяськиз профсоюзъёслэн утемысь нырысетӥ съездзы. 1942 - Быдӟым Атыкай ож: Удмуртиысь Комсомол нимо 174-тӥ артдивизион Воронеж улосын Гороховка гурт вӧзын ас нырысетӥ ожмаськоназ пыриз.",182,Synthetic,data_augmentation,,
udm,Synthetic_udm_6,"Петров. == Шудӥсь муртъёс == Гордей Карпыч Торцов, узыр купец. Пелагея Егоровна, солэн кышноез. Любовь Гордеевна, соослэн нылзы. Любим Карпыч Торцов, солэн братэз, ваньбурзэ тус-тас карем маке. Африкан Савич Коршунов, фабрикант. Митя, Торцовлэн приказчикез. Яша Гуслин, Торцовлэн племянникез. Гриша Разлюляев, узыр купецлэн пиез, егит пи. Анна Ивановна, карттэк кылем егит лымшор но шунды ӝужан ласянь - Казьмас гурт поселение; лымшор палан - Завьял гурт поселение; лымшор но шунды пуксён ласянь - Первомай гурт поселение; шунды пуксён палан - Ижкарысь Устинов ёрос; шунды ӝужан ласянь - Вотка ёрос. == Чӧлсконъёс == Поселенилэн официальной сайтэз (ӟуч) Перистерия (лат. Peristeria) - Орхидной будосъёс (Orchidaceae) семьяысь Шор но Лымшор Америкалэн сяськаё будос. Дуннеын тодмо ог 11 пӧртэм. == Видъёс == Peristeria cerina Lindl. (1837) Peristeria cochlearis Garay (1972) Peristeria elata Hook. (1831) Peristeria ephippium Rchb.f. (1883) Peristeria esperanzae P.Ortiz (2008) Peristeria guttata Knowles & Westc. (1838) Peristeria leucoxantha Garay (1954) Peristeria lindenii Rolfe (1891) Peristeria pendula Hook. (1836) Peristeria rossiana Rchb.f. (1889) Peristeria selligera Rchb.f. (1887) Peristeria serroniana (Barb.Rodr.) Garay (1954) Peristeria violacea (Josst) Foldats (1968) Якшур гурт поселение - Удмуртиысь Дэри ёросысь гурт поселение но муниципал кылдытэт. Административной центрез - Якшур гурт.",189,Synthetic,data_augmentation,,
udm,Synthetic_udm_7,"«Пузкар» (ӟуч Гнездо) - удмурт-поляк «INWIS» киностудилэн фильмез. Та фильм Пётр Палганлэн Узы-Боры кино бере кыкетӥ ужез луиз. == Пуштросэз == Куинь егит удмурт пияшъёслы Ижысь одӥг коркаын улоно луэ. Куиньназы ик соос туж пӧртэмесь: Гаян (Максим Князев), дуннеез ас синмыныз адӟем егит журналист. Сюлэмызъя солы кельшо визьмо нылъёс. Малпа кускиз. Ӝутэмын вал выль заводъёс (секыт машинаосты поттон завод, Уралэлектромашина, Уральской турбомоторной завод но мукетъёсыз). Быдӟым Атыкай ож дырья Свердловске эвакуировать каремын вал 50 завод. Со дырысен Военной промышленность но азинскыны кутскиз. Война бере но карлэн экономикаез машина поттон но кортэз дурон промышленностен герӟаськемын вал. 1991-тӥ арын карлы исторической нимзэ - сӥлен, майталэн, куэн, кортэн паськыт вузкарон радъямын вал. 1820-тӥ арын Екатеринбургысь купецъёс зарни приискъёс борды кутско. 1826-тӥ арын Яким Рязанов нырсетӥ купец луиз, кудизлы сётэмын вал ас понназ зарниез поттон промышленностез радъяны. Бордаз ӥтиськизы Ф.Казанцев, С.Баландин, Т. Зотов. 1863-тӥ арын горной кар статуссэ ыштэмез бере, Екатеринбургын азинскыны кутскизы мукет пуктӥз - Рафал Челек; Куараоператор - Пшемек Дзенгел; Операторлэн ассистентэз - Любовь Киселёва; == Телепремьера == «Роликс» киноцентрын 26-тӥ тулыспалэ фильмлэн премьераез луиз. == Чӧлсконъёс == Официал сайтэз Официальный сайт Постоянного представительства Главы Республики Удмуртия при Президенте Российской Федерации (ӟуч) Быть удмуртом: как это? В Москве состоялась премьера фильма «Пузкар» ӟеч геройёс, яке сьӧд кужымъёс. Шудон удмурт кылэз волятэ но малпанъёсты вераны дышетэ. Йырвизез но кылэз туж умой ужатӥсь шудон. Шудонэн мукет кылъёсын но шудыны луэ. == «Вожодыр» турнир == «Вожодыр» турнир «Chukinder» огинлэн азьветлӥсеныз Вадим",236,Synthetic,data_augmentation,,
udm,Synthetic_udm_8,Oryx Oryx beisa - Oryx dammah - Oryx gazella - Орикс Oryx leucoryx - Аравиысь орикс Addax Addax nasomaculatus - Аддакс Antilopinae Antilopini Antilope Antilope cervicapra - Гарна Ammodorcas Ammodorcas clarkei - Дибатаг Litocranius Litocranius walleri - Геренук Gazella Gazella arabica - Gazella bennettii - Gazella bilkis - Gazella dorcas Kobus megaceros - Kobus vardonii - Пуку Redunca Redunca arundinum - Redunca fulvorufula - Redunca redunca - Aepycerotinae Aepyceros Aepyceros melampus - Импала Peleinae Pelea Pelea capreolus - Alcelaphinae Beatragus Beatragus hunteri - Хирола Damaliscus Damaliscus korrigum - Damaliscus lunatus - Топи Damaliscus pygargus - Тӧдьы ымныро бубал Damaliscus superstes Антилопа - Bovidae семьяысь бадӟым пӧйшуръёс. == Видъёс == Bovinae Boselaphini Tetracerus Tetracerus quadricornis - Ньыль сюро антилопа Boselaphus Boselaphus tragocamelus - Нильгау Strepsicerotini Tragelaphus Tragelaphus eurycerus - Бонго Tragelaphus strepsiceros - Бадӟым куду Tragelaphus scriptus - Бушбок Tragelaphus sylvaticus - Tragelaphus imberbis - Пичи куду Tragelaphus buxtoni - Гурезь - Газель-доркас Gazella gazella - Газель Gazella saudiya - Gazella spekei - Gazella cuvieri - Газель-эдми Gazella leptoceros - Gazella subgutturosa - Джейран Eudorcas Eudorcas albonotata - Eudorcas rufifrons - Горд кымесо газель Eudorcas thomsoni - Eudorcas rufina - Кельыт газель Eudorcas tilonura - Nanger Nanger dama - Газель-дама,199,Synthetic,data_augmentation,,
