language,title,text,token_count,category,source
uk,Synthetic_uk_12,"інформація, в яких повинно бути відмічено, ким, де і коли він був створений. Документи науково-технічної інформації представлені такими основними групами: друковані, машинописні (рукописні). Друковані джерела інформації включають: навчальні матеріали; наукові матеріали; нормативні матеріали; статистичні матеріали; інші матеріали. Навчальні матеріали - це видання літератури з навчальних дисциплін (підручники, навчальні посібники, програмно-методичні Реферат - короткий виклад (усний або письмовий) наукової праці, вчення, змісту книги, результатів наукового дослідження. Тези - короткий виклад основних положень лекції, доповіді, твору. Тези доповідей наукової конференції - науковий неперіодичний збірник, який містить опубліковані до початку конференції матеріали попереднього характеру (анотації, реферати доповідей і (або) повідомлень). Наукові матеріали мають способом (дисертації, науково-технічні звіти, документи обліку господарської діяльності тощо). Дисертація - є кваліфікаційною науковою працею у вигляді спеціально підготовленого рукопису або опублікованої монографії. Підготовлена до захисту дисертація повинна містити висунуті здобувачем науково обґрунтовані теоретичні або експериментальні результати, наукові положення, а також характеризуватися єдністю змісту і свідчити про особистий внесок здобувача велику цінність з огляду на те, що науковець може ознайомитися з нетрадиційним трактуванням тих чи інших питань, критикою поглядів інших авторів, а також науковою новизною, характерною для науки на конкретному етапі її розвитку. Нормативні матеріали видаються органами законодавчої та виконавчої влади різних рівнів у вигляді законів, наказів, інструкцій, положень (стандартів) року. На 100 осіб жіночої статі у селищі припадало 108,9 чоловіків; на 100 жінок у віці від 18 років та старших - 104,6 чоловіків також старших 18 років. Середній дохід на одне домашнє господарство становив 56 844 долари США (медіана - 42 344), а середній дохід на одну сім'ю - сьогоднішніми масштабами габарити Panamax-суден є далеко не рекордними. Модерні контейнеровози, а особливо танкери, що перевищують Панамакс-стандарти класифікуються як Postpanamax або Overpanamax-судна. Судна, котрі занадто великі для проходу Панамським, а також Суецьким каналом, звуться Capesize (від англ. Cape - мис). Це судна, що мусять обходити Мис Горн та Мис Доброї Надії. 64 640 доларів (медіана - 47 083). Медіана доходів становила 42 500 доларів для чоловіків та 32 500 доларів для жінок. За межею бідності перебувало 11,2 % осіб, у тому числі 11,0 % дітей у віці до 18 років та",340,Synthetic,data_augmentation
uk,Synthetic_uk_13,"розходяться. У першій половині 1938 р. Генрі Джонс Старший бере участь разом з австрійською мистецтвознавцем Ельзою Шнайдер у пошуках священного Граалю у Венеції, де професор проводить пошуки в одній зі старих бібліотек. Проте Е. Шнайдер працювала на нацистів: старого професора Джонса викрадають, та ув'язнюють у замку Брунвальд в Австрії. Індіана вчений. Він організовував та здійснював експедиції, зокрема переодягнувшись арабом, відвідав таємно Мекку у 1851-53 рр., досліджував витоки Нілу, Аравію та Ефіопію. Як строгий академічний науковець Вікторіанської епохи і знаючи 40 мов, здійснив зокрема і переклад відомих арабських оповідок для дорослих Тисячі й однієї ночі. == Біографія == Народився Генрі Джонс а також кількох коміксах та книгах, присвячених пригодам прославленого археолога та авантюриста Індіани Джонса. Головним прообразом для нього став англійський дослідник та мандрівник XIX століття сір Річард Френсіс Бертон: одночасно авантюрист і ""людина дії"", воїн (воював зокрема і на території України в Криму у 1855 р. у Кримській війні) та Старший 12 грудня 1872 року у Шотландії, та є батьком Генрі Уолтона Джонса Молодшого, більше відомого як «Індіана Джонс». Навчався в британському університеті Оксфорд, де у 1893 р. захистив дисертацію з історії середньовічної літератури. З 1900 р. викладав середньовічну літературу в університеті Принстона, Нью-Джерсі. З травня 1908 р. разом із Артіонім (від англ. art - «мистецтво, малюнок» і грец. όνομα - «ім'я, назва») - вид ідеонімів, власна назва твору образотворчого мистецтва (живопису, пластики, графіки), театру, кіно та музики. === Типи артіонімів === До складу артіонімів входять такі класи номінацій: імажіоніми (від лат. imago - «зображення, картина, портрет») - власні назви Велика Чечня - область у складі Північно-Кавказького імамату, яка займала райони, розташовані правобережжям річки Аргун до річки Аксай, та райони розселення чеченців по правому березі річки Терек, до фортеці Кизляр. == Історія == У 1842 році територія Чечні була поділена на три наїбства: Мичиковське, Велика Чечня, і Мала Чечня. У Генрі Джонс Старший (англ. Henry Jones Senior) - професор, вчений, дослідник середньовічної літератури та культури, батько Індіани Джонса, насправді інспірований біографіями реально існуючих декількох вчених. Образ дивакуватого професора створив для кіноматографу Джордж Лукас персонаж, що фігурує у художньому фільмі «Індіана Джонс і останній хрестовий похід», де його зіграв Шон Коннері, вересні 1919 р. назад до батьківського дому повертається з І Світової війни Індіана Джонс: батько та син не можуть знайти спільної мови. Пофесор Джонс радить сину поступати до Принстона, проте той їде до Чиказького університету вчитися на археолога, чим серйозно розчаровує свого батька. Дороги батька та сина на довгі роки",400,Synthetic,data_augmentation
uk,Synthetic_uk_14,"сезони своєї ігрової кар'єри. Граючи у складі «ВВВ-Венло» також здебільшого виходив на поле в основному складі команди. До складу«Серкля» приєднався 2012 року. Відтоді встиг відіграти за команду з Брюгге 52 матчі в національному чемпіонаті. == Виступи за збірні == Протягом 2008-2009 років залучався до складу молодіжної збірної Нігерії. 2014 року клубу, в якій провів один сезон, взявши участь у 31 матчі чемпіонату. Більшість часу, проведеного у складі «Енугу Рейнджерс», був основним гравцем атакувальної ланки команди. Своєю грою за цю команду привернув увагу представників тренерського штабу нідерландського «ВВВ-Венло», до складу якого приєднався 2009 року. Відіграв за команду з Венло наступні три Майкл Учебо (англ. Michael Uchebo, нар. 3 лютого 1990, Енугу) - нігерійський футболіст, нападник бельгійського «Серкля» (Брюгге) та національної збірної Нігерії. == Клубна кар'єра == Народився 3 лютого 1990 року в місті Енугу. Вихованець футбольної школи клубу «Енугу Рейнджерс». Дорослу футбольну кар'єру розпочав 2008 року в основній команді того ж resources: The benefits of collaborating with nature. Water International, Journal of the International Water Resources Association. v 24, p182-188. == Ресурси Інтернету == Об экологическом инжиниринге и перспективах его развития(рос.) What is ""ecological engineering""? Webtext, Ecological Engineering Group, 2007. Ecological Engineering Student Society [Архівовано 19 липня 2013 у Wayback Machine.] виконують проектування, виготовлення та поставку технічних систем для її охорони (виконавець). Екологічний інжиніринг дозволяє реалізувати ідею сталого розвитку будь-якого промислового підприємства, здатну одночасно скорочувати шкідливий вплив на довкілля і підвищувати ефективність технологічних процесів. Сучасні темпи розвитку світової промисловості, глобалізація економіки, а також негативний вплив життєдіяльності людини на довкілля змусили переоцінити Джан Франко Ревербері (італ. Gian Franco Reverberi; 12 грудня 1934 - 8 січня 2024) - італійський композитор і музикант. Працював переважно над саундтреками до спагеті-вестернів. Ревербері був одним із перших італійських виконавців рок-музики. Він також працював зі своїм братом Джан П'єро над піснею «Last Men Standing» (або «Nel Cimitero di York. W.J. Mitsch and S.E. Jørgensen (2004) Ecological Engineering and Ecosystem Restoration"" John Wiley and Sons, Inc., New York. H.D. van Bohemen (2004), Ecological Engineering and Civil Engineering works [Архівовано 29 грудня 2014 у Wayback Machine.], Doctoral thesis TU Delft, The Netherlands. K. R. Barrett, 1999. Ecological engineering in water Tucson») із саундтреку Джанго 1968 року «Підготуйте труну» (Один із багатьох неофіційних продовжень Джанго). , який був семплом хіта Gnarls Barkley «Crazy». Обидва брати вказані як автори пісні. Серед інших його музичних творів до фільмів - Soldati e capelloni (1967), A Black Veil for Lisa (1968), Chimera (1968), ¡Viva América!",400,Synthetic,data_augmentation
uk,Synthetic_uk_15,"естафетного бігу 4×400 метрів серед чоловіків (2023). Чемпіон Європи серед юніорів з естафетного бігу 4×400 метрів серед чоловіків (2021). Чемпіон Великої Британії в приміщенні з бігу на 400 метрів (2023). == Відео == Фінальний забіг зі змішаного естафетного бігу 4×400 метрів на Олімпіаді-2024 на YouTube == Джерела == Семюел Ріардон університету ім. В Стефаника == Огляд == У посібнику студент гуманітарного факультету може знайти весь необхідний матеріал про класичну культуру греко-римського світу як системи, її топіку та морфологію. Автор підручника розглядає основні риси античного типу культури, про спосіб життя греків та римлян, їхню ментальність, а також детально описує явище античної місце), 1987 (1-2 місце), 1999 (2-4 місце в групі «Б»). Учасник міжзонального турніру в Сіраці 1987 (9-10 місце), чемпіонату світу за версією ФІДЕ в Делі 2000. Найкращі результати в інших міжнародних змаганнях: Нью-Йорк 1979, лютий (1місце); 1981, липень (1-4 місце); 1982, березень (3-5 місце); Гастингс 1984-1985 (2-5 місце); Торонто 1985 Стародавній Рим. Перша частина частина містить 6 розділів: Розділ I. Давньогрецька культура як полісна. Соціокультурний феномен поліса. Полісна ментальність античної людини. Розділ II. Греки і варвари. Етнокультурна свідомість греків. Розділ III. Грек як bomo ludens. Культурний феномен еллінської агоністики. Розділ IV. Грецький світ як чоловіча культура. Розділ V. Homo aesteticus. Семюел Ріардон (англ. Samuel Reardon, нар. 30 жовтня 2003(20031030)) - британський легкоатлет, який спеціалізується у бігу на короткі та середні дистанції. == Спортивні досягнення == Бронзовий олімпійський призер зі змішаного естафетного бігу 4×400 метрів та з аналогічної дисципліни серед чоловіків (2024). Фіналіст (6-е місце) чемпіонату світу в приміщенні з естафетного громадянської спільноти (поліс, агон, порівняння грецького розвитку з римським та інші). Навчальний посібник дає змогу студентам познайомитися з лексикою античної культури, сучасним категоріальним апаратом антикознавства та змінами культурних моделей Греції та Риму останнього часу. == Зміст == Посібник ділиться на 2 частини, перша - про Стародавню Грецію, друга - про бігу 4×400 метрів серед чоловіків (2022). Фіналіст чемпіонату світу серед юніорів (2022) з естафетного бігу 4×400 метрів серед чоловіків (4-е місце) та бігу на 800 метрів (5-е місце). Фіналіст (5-е місце) чемпіонату Європи в приміщенні з естафетного бігу 4×400 метрів серед чоловіків (2023). Бронзовий призер чемпіонату Європи серед молоді з (3-5 місце); Голлівуд 1985 (1-3 місце); 1983 виграв матч у Н. Шорта(+4, - 0, =3); Філадельфія 1999 (1-10 місце), 2001 (2-7 місце); Фоксвуд 2002 (1-6 місце). Джоель Бенджамін знявсяся у фільмах: «В пошуках Боббі Фішера» «Гра закінчена: людина проти машини». == Джерела == Шаховий енциклопедичний словник: у 2-х томах /",400,Synthetic,data_augmentation
uk,Synthetic_uk_16,"анатомії Рочестерської медичної школи. Рік по тому вступила в інтернатуру у відділенні хірургії меморіальної лікарні Стронг у Рочестері, штат Нью-Йорк. Після завершення інтернатури, однак, у місці резидентки у відділенні загальної хірургії їй відмовили через її стать. Тому Андерсен довелось сконцентруватись на дослідницькій роботі, і у 1929 році вона починає працювати не вважає себе зв'язаною умовами радянсько-фінської угоди про взаємний ненапад. 29 листопада 1939 року СРСР розірвав із Фінляндією дипломатичні стосунки, а 30-го о 8:00 за московським часом радянські війська одержали наказ перейти радянсько-фінський кордон та розпочати бойові дії. Офіційно війну так і не було оголошено. === Друга світова війна (1939-1945) Дороті Генсін Андерсен (англ. Dorothy Hensine Andersen; 15 травня 1901 року - 3 березня 1963 року) - американська патологоанатом та педіатр, яка першою відкрила та описала кістозний фіброз (муковісцидоз). У 2001 році її внесли до Національної зали слави жінок. == Життєпис == Народилася у місті Ешвіл, Північна Кароліна, єдиною дитиною науковці, які зробили важливі відкриття у сфері педіатрії. У 1942 році разом з колегою Полом ді Сант-Аньєзе Андерсен розробила перший дієвий засіб діагностики кістозного фіброзу. У 1948 році Американська академія педіатрії нагородила Дороті Андерсен почесною іменною табличкою за досягнення у «Визначенні ефективності різних видів антибіотиків для лікування інфекцій дихальних шляхів, самого дня привід для війни знайшовся, так званий «Майнільський інцидент»: 26 листопада 1939 року Радянський уряд звернувся до уряду Фінляндії з офіційною нотою, у якій повідомлялось, що внаслідок артилерійського обстрілу, вчиненого з території Фінляндії, загинуло четверо та було поранено дев'ятеро радянських військовослужбовців. Фінські прикордонники справді зафіксували того дня з кількох Недільний Обід у Шпиталі - громадська ініціатива, створена на підтримку постраждалих у зоні проведення АТО бійців, котрі перебувають на лікуванні в Національний військово-медичний клінічний центр «Головний військовий клінічний госпіталь» == Історія == Ініціатива з'явилась на початку 2016 року, який по всьому світу було оголошено Святим Роком МИЛОСЕРДЯ Ювілейний рік в липня 2020 у Wayback Machine.] [Архівовано 11 вересня 2016 у Wayback Machine.] [Архівовано 4 липня 2016 у Wayback Machine.] [Архівовано 16 березня 2017 у Wayback Machine.] [Архівовано 27 серпня 2016 у Wayback Machine.] [ Марія Морозенко: Івана Сірка шанували, а часом і боялися гетьмани [Архівовано 25 липня 2020 у Wayback створивши умовний casus belli. Росія також стверджувала, що неонацистські групи вчиняють геноцид проти російськомовних в Україні та що український уряд є неонацистським. == Джерела == Українська дипломатична енциклопедія: У 2-х т./Редкол.:Л. В. Губерський (голова) та ін. - К.:Знання України, 2004 - Т.1 - 760с. ISBN 966-316-039-X [сторінка?] == Посилання ==",400,Synthetic,data_augmentation
uk,Synthetic_uk_17,"між характером розвитку суспільних відносин у різних народів. Герберт Спенсер і Освальд Шпенглер розглядали людські суспільства як подоби біологічних організмів, які народжуються, живуть і вмирають. Арнольд Тойнбі виконав колосальну роботу, описавши в 12 томах історію 21 цивілізації (перший том цієї праці вийшов у світ в 1934 році). Він намагався порівнювати історик, відповів, що протягом багаторічних досліджень йому не вдалося відкрити жодного історичного закону і він не чув, щоб це вдалося іншим. Макс Вебер вважав безглуздими спроби пошуку історичних закономірностей. Філософ Карл Ясперс писав: «Історія має глибокий зміст. Але він недоступний людському розумінню». Едвард Хьюлетт Карр стверджував, що на Заході більше придатність знайдених документів до історичного дослідження. Вона покликана для викриття фальшивки, а також встановити юридичну процедуру при оформленні документів. Епіграфіка - наука про увічнення написів, скажімо на пам'ятниках, будинках, надгробках, меморіальних таблицях, а також на прапорах, хоругвах. Історична бібліографія - наука про опубліковані джерела (манускрипти і передруки) Бібліографія - наука фон Мізеса (1881-1973), зокрема з його основною роботою «Людська діяльність: Трактат з економічної теорії» (1949). Питання про поширення різних суспільних систем багато в чому зводилося до проблеми поширення технічних інновацій, культурної дифузії. Найбільш чітко ідеї дифузіонізму були сформульовані у так званій теорії культурних кіл. Її автори Фрідріх Ратцель, Лео Фробениус Артіонім (від англ. art - «мистецтво, малюнок» і грец. όνομα - «ім'я, назва») - вид ідеонімів, власна назва твору образотворчого мистецтва (живопису, пластики, графіки), театру, кіно та музики. === Типи артіонімів === До складу артіонімів входять такі класи номінацій: імажіоніми (від лат. imago - «зображення, картина, портрет») - власні назви не говорять про «історичні закони», що саме слово «причина» вийшло з моди. При цьому заперечення причинної обумовленості подій минулого ставило під сумнів право історії вважатися наукою. Так, філософ Бертран Рассел казав: «Історія - ще не наука. Її можна змусити здаватися наукою лише за допомогою фальсифікацій і замовчувань». Соціолог Еміль Дюркгейм закономірностей історичних процесів == На початку XIX століття засновник позитивізму Огюст Конт обіцяв довести, що «існують закони розвитку суспільства, настільки ж певні, як і закони падіння каменя». Але встановити закони історії було не так просто. Коли німецький історик Карл Лампрехт спробував відстоювати точку зору Конта, то Едуард Меєр, інший німецький біографії та інші дані. Археологія - самостійна історична наука, яка вивчає побут, матеріальну культуру людей минулих епох за археологічними знахідками (артефактами). Архівістика - наука про методи роботи з архівами (про історичні й сьогоднішні прийоми збирання, зберігання, опрацювання і опублікування). Архівознавство - спеціальна історична наука, яка вивчає історію розвитку архівної справи.",400,Synthetic,data_augmentation
uk,Synthetic_uk_18,"Людина в браузері (англ. Man-in-the-browser, скорочено MITB, MitB, MIB), форма інтернет-загрози, походить з людини посередині (MITM), є трояном, який заражає веббраузер, спричиняючи уразливість в безпеці браузера. Це робиться, щоб змінювати вебсторінки, вміст повідомлень або створювати додаткові операції. Всі ці дії виконуються в повністю прихованому режимі, невидимому для користувача і вебсервера. Дмитро Олександрович Юрченко (нар. 9 травня 1973) - радянський та український футболіст, нападник. == Життєпис == Грав у першостях СРСР та України в командах «Вагонобудівник» / «Шахтар» (Стаханов), «Верес» (Рівне), «Екіна» (Алмазна). Також у 1992-1994 роках виступав у другій та першій лігах Білорусі за клуби «Рада» (Клецьк) та КПФ (Слонім). перехоплення пакетів даних, які передаються між двома комп'ютерами, є марним, але імовірність викрадення вже авторизованої сесії є мінімальною. Загрози: Ін'єкція команд на сервер; Емуляція підроблених відповідей до клієнта. === Шкідливе впровадження коду === Вставка шкідливого коду в вебсторінки або електронною поштою (JavaScript, троянів, вірусів...). Загрози: Модифікація на льоту бінарних файлів під час фази завантаження (вірус, бекдор...). === Атака «людина в мобільному» === Шпигунські мобільні віруси типу «людина в мобільному» (англ. man-in-the-mobile, MitMo) можуть подолати позасмугову СМС перевірку транзакцій. ZitMo (Zeus-In-The-Mobile) сам по собі не є трояном «людина в браузері» (хоча він виконує подібну проксі-функцію на вхідних SMS-повідомленнях), він є мобільним вірусом, який запропоновано для встановлення на мобільний телефон зараженим комп'ютером. Перехоплюючи всі вхідні SMS-повідомлення, він обходить двофакторну аутентифікацію на базі SMS-банкінгу для Windows Mobile, Android, Symbian, BlackBerry. ZitMo може бути виявлений антивірусом, який працює на мобільному пристрої. SpitMo (SpyEye-In-The-Mobile, SPITMO), подібний до ZitMo. == Захист == Захист від атак «людина «Людина в браузері» - дуже підступний тип атак, тому що ні банк, ні користувач не можуть виявити її, незважаючи на багатофакторну автентифікацію, капчі або застосування інших способів автентифікації. Експерти з безпеки виявили, що більшість інтернет-користувачів (73 %) не може розрізнити реальні і підроблені спливаючи попередження, а також не здатні розпізнати року. На 100 осіб жіночої статі у селищі припадало 108,9 чоловіків; на 100 жінок у віці від 18 років та старших - 104,6 чоловіків також старших 18 років. Середній дохід на одне домашнє господарство становив 56 844 долари США (медіана - 42 344), а середній дохід на одну сім'ю - Портер Тауншип (англ. Porter Township) - селище (англ. township) в США, в окрузі Джефферсон штату Пенсільванія. Населення - 295 осіб (2020). == Демографія == Згідно з переписом 2010",378,Synthetic,data_augmentation
uk,Synthetic_uk_19,"Wired, 2012. All posts tagged ‘Internet Hall of Fame’. Архів оригіналу за 27 листопада 2012. Процитовано 01 березня 2020., from Wired, 2012. Internet Hall of Fame honors Raymond Tomlinson, whose @ symbol defines Web life. Washington Post. 24 квітня 2012. Архів оригіналу за 03 липня 2013. Процитовано 01 березня 2020. == Frank and Lilian Gilbreth Critical Evaluations in Business and Management. Архів оригіналу за 15 листопада 2021. Процитовано 15 листопада 2021. Cheaper by the Dozen. Архів оригіналу за 15 листопада 2021. Процитовано 15 листопада 2021. Френк Гілбрет; Ернестіна Гілбрет Кері (1948). Cheaper by the Dozen.; Therblig [Архівовано 14 листопада 2021 неефктивні рухи == Рухи також поділяються на ефективні та неефективні. == Приклад використання == Тут приведений приклад використання «Терблігу». ...Представимо ситуацію в якій чоловік пішов у ванну для того щоб побритися. Припустимо, що його лице вже напінене, і він готовий взяти бритву в руки. Він знає де вона знаходиться, але 2013 року було анонсовано на 3 серпня. Спочатку церемонія планувалася в Стамбулі, але потім було ухвалено рішення про її перенесення в Берлін. == Номінації == Нагороди присуджують за трьома категоріями: «Піонери» (Pioneers) «Підключателі» (Global connectors; ті, хто допомагав підключати до Мережі жителів різних країн і континентів) «Інноватори» (Innovators). == Члени спершу йому потрібно знайти її очима. При цьому використовується перший Тербліг ""Пошук"". Він знаходить предмет очима, потім в силу вступає інший Тербліг ""Знайти"". Після цього, використовується Тербліг ""Обрати"" який переходить в ""Хапати"". Після того, ""Транспорт завантажений"", коли він підносить бритву до лиця та ""Позиція"" приставляючи бритву до бороди. == Посилання inspect) - Ревізія об'єкта. Положення (P, Position) - Позиція об'єкта. Пошук (SH, Search) - Пошук предмета очима. Розібрати (DM, Disassamble) - Розбирання об'єкта на елементи. Зібрати (A, Assemble) - Збирання об'єкта з елементів. Використати (U, Use) - Використання предмету. Попередня позиція (PP, Preposition) - Положення предмета для подальшого використання. Розслаблення які називають «Терблігами». Список складається з 18-ти рухів які може виконати працівник. Транспорт порожній (TE, Transport Empty) - Рука без предмета. Відпочинок (R, Rest) - Відпочинок для продовження роботи. Транспорт завантажений (TL, Transport loaded) - Рука з предметом. Обрати (ST, Select) - Обирання предмету. Планування (PN, Plan) - Обирання шляху виконання дій. Хапати (G, Grasp) - Захоплення предмета порожньою рукою. Неоминна затримка (UD, Unevoidable Delay) - Фактори які не залежать від робітника та включені в трудовий процес. Затримка, яку можна уникнути (AD, Avoidable Delay) - очікування під контролем робітника. Знайти (F, Find) - Реакція на кінець циклу пошуку. Оглядати (I,",400,Synthetic,data_augmentation
uk,Synthetic_uk_20,"не вважає себе зв'язаною умовами радянсько-фінської угоди про взаємний ненапад. 29 листопада 1939 року СРСР розірвав із Фінляндією дипломатичні стосунки, а 30-го о 8:00 за московським часом радянські війська одержали наказ перейти радянсько-фінський кордон та розпочати бойові дії. Офіційно війну так і не було оголошено. === Друга світова війна (1939-1945) з усієї маси зібраної інформації. Тепер же перехоплені дані можуть використовуватися негайно, наприклад, відразу ж застосовуватися для вчинення незаконних переказів або продаватися на ""чорному“ ринку. Свіжа, актуальна інформація для хакерів завжди найбільш цінна». === Ін'єкція команд === Корисна в тих випадках, коли автентифікація проводиться лише один раз. В таких випадках Радянський Союз, використовуючи casus belli превентивної війни для виправдання акту агресії. === Анексія криму (2014) === Після анексії Криму Російською Федерацією в 2014 році президент Росії Володимир Путін стверджував, що Крим та інші регіони «не були частиною України» після того, як вони були захоплені в 18 столітті. Етнічне російське населення з якою не можна починати війну без справедливої причини. На практиці казус беллі часто використовувався державами для приховання справжніх цілей і причин війни. === Перша світова війна === За берлінською угодою 1878 року Австро-Угорщина отримала мандат на окупацію та адміністрування Боснії та Герцеговини, при збереженні формального суверенітету Османської імперії. Частина в браузер, яка захистить не тільки від атак «людина-в-браузері», а й від заражень іншими шкідливими та рекламними розширеннями; в налаштуваннях браузера заборонити завантаження розширень і доповнень браузера з недовірених сайтів; використовувати для проведення фінансових операцій «чисту», захищену версію браузера з флеш-карти. На жаль, кінцеві споживачі все ще уразливі для атак з eScan. Згідно з інформацією, представленою Trusteer, універсальний тип атак «людина-в-браузері» не орієнтований на конкретні сайти. Подібні програми можуть обійти багатофакторну автентифікацію. Як тільки вебсайт банку підтвердить правильність введених клієнтом логіну і пароля, троян підмінить дані транзакції. Шкідливий код також здатний забезпечити видимість успішного завершення транзакції, підміняючи зміст, зображений браузером. Людина в браузері (англ. Man-in-the-browser, скорочено MITB, MitB, MIB), форма інтернет-загрози, походить з людини посередині (MITM), є трояном, який заражає веббраузер, спричиняючи уразливість в безпеці браузера. Це робиться, щоб змінювати вебсторінки, вміст повідомлень або створювати додаткові операції. Всі ці дії виконуються в",342,Synthetic,data_augmentation
rue,Synthetic_rue_1,"переважно в синьо-зеленых ай лиловых тонах. Векшы персоналны выставкы: Ужгород (1985); в Словакии: Кошице (1985), Требишов (1995), Комарно (1999). Образы Габды суть представлены в галереях Украины, России, Побалтя, Мадярщины, Германии, Японии, Канады, США, Венезуелы. == Творба == Умѣлецкы титулы 1958 - член Сполку малярьох Украины 1980 - Заслуженый малярь Украины Василь Габда, * 11. юл 1925, Ужгород, Чехословакия - †22. август 2003, Ужгород Украина - малярь, театралный декоратор и педагог, представитель Подкарпатской школы малярства. == Биография == Учив ся в Ужгородской гимназии в (1935-1943), де перву науку малярства достав од Й Бокшая. Штудовав архитектуру в Будапештѣ (1944-1945), выштудовав Ужгородске умѣлецко-промыслове людий, из них: Русины - 4019 (90,9%) Румыны - 400 (9%) Мадяры - 3 (0,1%) Німці - 1 (<0,1%) == Удкликованя == Тоты даны суть часточно або цалком основаны на перекладї статї Бістра (комуна, Марамуреш) на Украйинськӯв Вікіпедії (чісло ревізії не было становлене). училище (1946), де його учителями были Й. Бокшай, А. Ерделий, Ф. Манайло. Працовав преподавательом училища (1947-1948) и декоратором музично-драматичного театра в Ужгородѣ. Габда - еден з основных представительох Подкарпатской школы малярства, майстер постимпресионистичного карпатского пейзажа. Його облюбены темы: лиричны крайовиды, рафиноване малярство тишины.",186,Synthetic,data_augmentation
